section,male,female,lastUpdate,date
0,2,2,2021-02-02T18:56:11.590Z,2021-02-02T18:56:11.590Z
10,3,2,2021-02-02T18:56:11.590Z,2021-02-02T18:56:11.590Z
20,7,9,2021-02-02T18:56:11.590Z,2021-02-02T18:56:11.590Z
30,14,11,2021-02-02T18:56:11.590Z,2021-02-02T18:56:11.590Z
40,36,30,2021-02-02T18:56:11.590Z,2021-02-02T18:56:11.590Z
50,168,79,2021-02-02T18:56:11.590Z,2021-02-02T18:56:11.590Z
60,466,201,2021-02-02T18:56:11.590Z,2021-02-02T18:56:11.590Z
70,803,401,2021-02-02T18:56:11.590Z,2021-02-02T18:56:11.590Z
80,900,755,2021-02-02T18:56:11.590Z,2021-02-02T18:56:11.590Z
90,421,575,2021-02-02T18:56:11.590Z,2021-02-02T18:56:11.590Z
