total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3047,1765,378,264,698,413,2021-02-02T18:56:11.590Z
100,58,21,15,40,23,2021-02-02T18:56:11.590Z
