date,new_hospitalized,Counthospitalized,Counthospitalized_without_release,CountHardStatus,CountMediumStatus,CountEasyStatus,CountBreath,CountDeath,total_beds,StandardOccupancy,num_visits,patients_home,patients_hotel,lastUpdate
2020-03-02T00:00:00.000Z,1,11,11,0,0,11,0,0,1367,0.008046817849305048,5632,-163,0,2020-08-31T19:12:35.257Z
2020-03-03T00:00:00.000Z,0,10,10,0,0,10,0,0,1367,0.00731528895391368,7857,-160,0,2020-08-31T19:12:35.257Z
2020-03-04T00:00:00.000Z,0,12,11,0,0,12,0,0,1367,0.008778346744696415,7012,-162,0,2020-08-31T19:12:35.257Z
2020-03-05T00:00:00.000Z,1,13,13,1,0,12,0,0,1367,0.009509875640087784,7012,-162,0,2020-08-31T19:12:35.257Z
2020-03-06T00:00:00.000Z,1,16,16,2,0,14,1,0,1367,0.01170446232626189,5177,-161,0,2020-08-31T19:12:35.257Z
2020-03-07T00:00:00.000Z,1,20,20,3,0,17,2,0,1367,0.01463057790782736,4861,-161,0,2020-08-31T19:12:35.257Z
2020-03-08T00:00:00.000Z,2,26,26,5,0,21,4,0,1367,0.01901975128017557,7330,-158,0,2020-08-31T19:12:35.257Z
2020-03-09T00:00:00.000Z,7,39,39,6,0,33,5,0,1367,0.02852962692026335,6205,-167,0,2020-08-31T19:12:35.257Z
2020-03-10T00:00:00.000Z,2,59,59,6,0,53,5,0,1367,0.04316020482809071,6021,-154,0,2020-08-31T19:12:35.257Z
2020-03-11T00:00:00.000Z,10,81,81,7,1,73,6,0,1367,0.0592538405267008,5981,-156,0,2020-08-31T19:12:35.257Z
2020-03-12T00:00:00.000Z,6,103,101,7,1,95,6,0,1367,0.0753474762253109,5983,-155,0,2020-08-31T19:12:35.257Z
2020-03-13T00:00:00.000Z,10,123,122,7,4,112,6,0,1367,0.08997805413313825,4121,-141,0,2020-08-31T19:12:35.257Z
2020-03-14T00:00:00.000Z,20,162,161,6,4,152,4,0,1367,0.1185076810534016,3692,-151,0,2020-08-31T19:12:35.257Z
2020-03-15T00:00:00.000Z,37,202,200,9,6,187,6,0,1367,0.1477688368690563,5490,-152,0,2020-08-31T19:12:35.257Z
2020-03-16T00:00:00.000Z,27,221,215,11,5,205,7,0,1367,0.1616678858814923,4759,-94,0,2020-08-31T19:12:35.257Z
2020-03-17T00:00:00.000Z,46,256,256,12,6,238,7,0,1367,0.1872713972201902,4338,-46,0,2020-08-31T19:12:35.257Z
2020-03-18T00:00:00.000Z,54,306,269,16,11,279,7,0,1367,0.2238478419897586,3920,54,0,2020-08-31T19:12:35.257Z
2020-03-19T00:00:00.000Z,31,295,264,21,11,263,12,0,1367,0.2158010241404536,4053,184,0,2020-08-31T19:12:35.257Z
2020-03-20T00:00:00.000Z,30,289,251,23,14,252,12,1,1367,0.2114118507681053,3207,361,0,2020-08-31T19:12:35.257Z
2020-03-21T00:00:00.000Z,35,277,274,27,21,229,15,0,1367,0.2026335040234089,2905,544,0,2020-08-31T19:12:35.257Z
2020-03-22T00:00:00.000Z,54,324,305,37,32,255,22,0,1367,0.2370153621068032,4523,760,0,2020-08-31T19:12:35.257Z
2020-03-23T00:00:00.000Z,58,352,323,42,36,274,24,0,1367,0.2574981711777615,4053,1080,0,2020-08-31T19:12:35.257Z
2020-03-24T00:00:00.000Z,82,395,343,45,48,302,26,3,1367,0.2889539136795903,3963,1473,0,2020-08-31T19:12:35.257Z
2020-03-25T00:00:00.000Z,81,413,397,49,53,311,28,1,1367,0.302121433796635,3666,1831,0,2020-08-31T19:12:35.257Z
2020-03-26T00:00:00.000Z,83,464,413,54,65,345,31,5,1367,0.3394294074615947,3925,2313,0,2020-08-31T19:12:35.257Z
2020-03-27T00:00:00.000Z,110,515,468,65,69,381,37,2,1367,0.3767373811265545,3267,2681,0,2020-08-31T19:12:35.257Z
2020-03-28T00:00:00.000Z,53,513,485,69,81,363,41,1,1367,0.3752743233357718,2834,3120,0,2020-08-31T19:12:35.257Z
2020-03-29T00:00:00.000Z,70,544,516,79,88,377,50,3,1367,0.3979517190929042,4289,3584,0,2020-08-31T19:12:35.257Z
2020-03-30T00:00:00.000Z,121,619,570,88,105,426,55,1,1367,0.4528163862472568,3886,4044,0,2020-08-31T19:12:35.257Z
2020-03-31T00:00:00.000Z,111,668,628,98,113,457,64,4,1367,0.4886613021214338,4005,4659,0,2020-08-31T19:12:35.257Z
2020-04-01T00:00:00.000Z,147,769,728,111,143,515,72,8,1367,0.562545720555962,4088,4507,689,2020-08-31T19:12:35.257Z
2020-04-02T00:00:00.000Z,115,813,727,113,145,555,79,10,1367,0.5947329919531822,4284,5093,720,2020-08-31T19:12:35.257Z
2020-04-03T00:00:00.000Z,97,804,719,130,159,515,93,5,1367,0.5881492318946598,3494,5603,717,2020-08-31T19:12:35.257Z
2020-04-04T00:00:00.000Z,73,791,752,139,171,481,107,7,1367,0.5786393562545721,3155,5932,718,2020-08-31T19:12:35.257Z
2020-04-05T00:00:00.000Z,100,827,743,135,194,498,107,6,1367,0.6049743964886612,4495,6439,693,2020-08-31T19:12:35.257Z
2020-04-06T00:00:00.000Z,93,814,703,147,209,458,110,7,1367,0.5954645208485735,4088,6717,796,2020-08-31T19:12:35.257Z
2020-04-07T00:00:00.000Z,72,748,656,159,201,388,106,7,1367,0.5471836137527433,4313,6982,819,2020-08-31T19:12:35.257Z
2020-04-08T00:00:00.000Z,57,695,622,166,193,336,115,9,1367,0.5084125822970007,3511,7157,859,2020-08-31T19:12:35.257Z
2020-04-09T00:00:00.000Z,65,665,634,166,187,312,117,9,1367,0.4864667154352597,3363,7284,944,2020-08-31T19:12:35.257Z
2020-04-10T00:00:00.000Z,56,670,598,170,170,330,128,8,1367,0.4901243599122165,4086,7409,1002,2020-08-31T19:12:35.257Z
2020-04-11T00:00:00.000Z,39,627,595,182,162,283,130,6,1367,0.4586686174103877,3172,7524,1061,2020-08-31T19:12:35.257Z
2020-04-12T00:00:00.000Z,90,667,620,177,174,316,130,7,1367,0.4879297732260424,4965,7690,1074,2020-08-31T19:12:35.257Z
2020-04-13T00:00:00.000Z,91,691,629,192,169,330,137,8,1367,0.5054864667154353,4653,7693,1181,2020-08-31T19:12:35.257Z
2020-04-14T00:00:00.000Z,75,676,631,178,170,328,134,8,1367,0.4945135332845648,4376,7657,1229,2020-08-31T19:12:35.257Z
2020-04-15T00:00:00.000Z,69,673,655,180,174,319,133,13,1367,0.4923189465983907,3492,7621,1238,2020-08-31T19:12:35.257Z
2020-04-16T00:00:00.000Z,51,702,643,180,162,360,136,7,1367,0.5135332845647403,5388,7442,1366,2020-08-31T19:12:35.257Z
2020-04-17T00:00:00.000Z,48,666,613,166,163,337,125,9,1367,0.4871982443306511,4188,7409,1348,2020-08-31T19:12:35.257Z
2020-04-18T00:00:00.000Z,42,644,619,174,141,329,118,11,1367,0.471104608632041,3825,6992,1661,2020-08-31T19:12:35.257Z
2020-04-19T00:00:00.000Z,40,621,571,157,147,317,118,8,1367,0.4542794440380395,5788,6963,1707,2020-08-31T19:12:35.257Z
2020-04-20T00:00:00.000Z,49,612,560,154,135,323,123,6,1367,0.4476956839795172,5097,6719,1723,2020-08-31T19:12:35.257Z
2020-04-21T00:00:00.000Z,27,546,510,145,147,254,119,9,1367,0.3994147768836869,4921,6584,1738,2020-08-31T19:12:35.257Z
2020-04-22T00:00:00.000Z,36,533,498,149,124,260,110,3,1367,0.3899049012435991,4822,6456,1739,2020-08-31T19:12:35.257Z
2020-04-23T00:00:00.000Z,32,502,454,146,107,249,114,4,1367,0.3672275054864667,5353,6522,1605,2020-08-31T19:12:35.257Z
2020-04-24T00:00:00.000Z,26,462,440,144,109,209,108,3,1367,0.337966349670812,4411,6128,1751,2020-08-31T19:12:35.257Z
2020-04-25T00:00:00.000Z,8,442,429,136,105,201,107,3,1367,0.3233357717629846,3643,5851,1762,2020-08-31T19:12:35.257Z
2020-04-26T00:00:00.000Z,33,441,415,142,92,207,111,2,1367,0.3226042428675933,5757,5737,1737,2020-08-31T19:12:35.257Z
2020-04-27T00:00:00.000Z,21,415,382,133,88,194,102,4,1367,0.3035844915874177,5298,5289,1775,2020-08-31T19:12:35.257Z
2020-04-28T00:00:00.000Z,28,391,367,128,85,178,101,5,1367,0.2860277980980249,4854,5007,1726,2020-08-31T19:12:35.257Z
2020-04-29T00:00:00.000Z,23,377,362,121,87,169,96,6,1367,0.2757863935625457,4207,4663,1726,2020-08-31T19:12:35.257Z
2020-04-30T00:00:00.000Z,19,378,346,113,88,177,90,6,1367,0.2765179224579371,5673,4418,1721,2020-08-31T19:12:35.257Z
2020-05-01T00:00:00.000Z,20,353,333,111,85,157,89,4,1367,0.2582297000731529,4551,3872,1746,2020-08-31T19:12:35.257Z
2020-05-02T00:00:00.000Z,13,335,328,112,67,156,90,3,1367,0.2450621799561083,3973,3800,1610,2020-08-31T19:12:35.257Z
2020-05-03T00:00:00.000Z,14,324,300,102,72,150,84,3,1367,0.2370153621068032,5982,3721,1591,2020-08-31T19:12:35.257Z
2020-05-04T00:00:00.000Z,19,320,289,98,74,148,78,3,1367,0.2340892465252377,5531,3466,1545,2020-08-31T19:12:35.257Z
2020-05-05T00:00:00.000Z,9,278,264,92,66,120,72,2,1367,0.2033650329188003,5408,3223,1488,2020-08-31T19:12:35.257Z
2020-05-06T00:00:00.000Z,15,270,251,89,63,118,70,1,1367,0.1975128017556694,5362,3138,1439,2020-08-31T19:12:35.257Z
2020-05-07T00:00:00.000Z,13,258,247,85,62,111,71,1,1367,0.1887344550109729,5634,2953,1423,2020-08-31T19:12:35.257Z
2020-05-08T00:00:00.000Z,13,240,237,78,54,108,64,6,1367,0.1755669348939283,4819,2746,1365,2020-08-31T19:12:35.257Z
2020-05-09T00:00:00.000Z,10,240,238,78,50,112,64,2,1367,0.1755669348939283,3270,2814,1204,2020-08-31T19:12:35.257Z
2020-05-10T00:00:00.000Z,14,244,226,74,52,118,66,5,1367,0.1784930504754938,6334,2728,1202,2020-08-31T19:12:35.257Z
2020-05-11T00:00:00.000Z,9,227,211,69,55,103,60,5,1367,0.1660570592538405,5506,2323,1208,2020-08-31T19:12:35.257Z
2020-05-12T00:00:00.000Z,10,221,204,65,54,102,56,3,1367,0.1616678858814923,5597,2297,1054,2020-08-31T19:12:35.257Z
2020-05-13T00:00:00.000Z,10,199,196,61,49,89,53,3,1367,0.1455742501828822,5581,2241,968,2020-08-31T19:12:35.257Z
2020-05-14T00:00:00.000Z,6,190,183,61,44,85,52,2,1367,0.1389904901243599,5986,2077,917,2020-08-31T19:12:35.257Z
2020-05-15T00:00:00.000Z,2,183,179,61,44,78,52,0,1367,0.1338697878566204,5174,1961,814,2020-08-31T19:12:35.257Z
2020-05-16T00:00:00.000Z,4,179,179,60,41,78,51,3,1367,0.1309436722750549,4525,1930,780,2020-08-31T19:12:35.257Z
2020-05-17T00:00:00.000Z,9,187,174,55,40,92,45,4,1367,0.1367959034381858,6784,1832,756,2020-08-31T19:12:35.257Z
2020-05-18T00:00:00.000Z,3,172,161,52,43,77,43,3,1367,0.1258229700073153,6222,1604,725,2020-08-31T19:12:35.257Z
2020-05-19T00:00:00.000Z,7,160,153,51,44,65,40,2,1367,0.1170446232626189,6324,1557,603,2020-08-31T19:12:35.257Z
2020-05-20T00:00:00.000Z,4,154,141,46,40,68,41,1,1367,0.1126554498902707,6272,1490,570,2020-08-31T19:12:35.257Z
2020-05-21T00:00:00.000Z,8,150,140,47,32,71,37,0,1367,0.1097293343087052,6558,1352,514,2020-08-31T19:12:35.257Z
