name,amount,lastUpdate,date
hard,37,2021-06-05T16:23:33.690Z,2021-06-05T16:23:33.690Z
moderate,21,2021-06-05T16:23:33.690Z,2021-06-05T16:23:33.690Z
critical,27,2021-06-05T16:23:33.690Z,2021-06-05T16:23:33.690Z
breath,25,2021-06-05T16:23:33.690Z,2021-06-05T16:23:33.690Z
