date,amount,total,lastUpdate
2020-03-02T00:00:00.000Z,0,7,2021-01-15T07:41:36.633Z
2020-03-03T00:00:00.000Z,0,7,2021-01-15T07:41:36.633Z
2020-03-04T00:00:00.000Z,0,7,2021-01-15T07:41:36.633Z
2020-03-05T00:00:00.000Z,0,7,2021-01-15T07:41:36.633Z
2020-03-06T00:00:00.000Z,0,7,2021-01-15T07:41:36.633Z
2020-03-07T00:00:00.000Z,0,7,2021-01-15T07:41:36.633Z
2020-03-08T00:00:00.000Z,0,7,2021-01-15T07:41:36.633Z
2020-03-09T00:00:00.000Z,0,7,2021-01-15T07:41:36.633Z
2020-03-10T00:00:00.000Z,0,7,2021-01-15T07:41:36.633Z
2020-03-11T00:00:00.000Z,0,7,2021-01-15T07:41:36.633Z
2020-03-12T00:00:00.000Z,0,7,2021-01-15T07:41:36.633Z
2020-03-13T00:00:00.000Z,0,7,2021-01-15T07:41:36.633Z
2020-03-14T00:00:00.000Z,0,7,2021-01-15T07:41:36.633Z
2020-03-15T00:00:00.000Z,0,7,2021-01-15T07:41:36.633Z
2020-03-16T00:00:00.000Z,0,7,2021-01-15T07:41:36.633Z
2020-03-17T00:00:00.000Z,0,7,2021-01-15T07:41:36.633Z
2020-03-18T00:00:00.000Z,0,7,2021-01-15T07:41:36.633Z
2020-03-19T00:00:00.000Z,0,7,2021-01-15T07:41:36.633Z
2020-03-20T00:00:00.000Z,1,8,2021-01-15T07:41:36.633Z
2020-03-21T00:00:00.000Z,0,8,2021-01-15T07:41:36.633Z
2020-03-22T00:00:00.000Z,0,8,2021-01-15T07:41:36.633Z
2020-03-23T00:00:00.000Z,0,8,2021-01-15T07:41:36.633Z
2020-03-24T00:00:00.000Z,3,11,2021-01-15T07:41:36.633Z
2020-03-25T00:00:00.000Z,1,12,2021-01-15T07:41:36.633Z
2020-03-26T00:00:00.000Z,5,17,2021-01-15T07:41:36.633Z
2020-03-27T00:00:00.000Z,2,19,2021-01-15T07:41:36.633Z
2020-03-28T00:00:00.000Z,1,20,2021-01-15T07:41:36.633Z
2020-03-29T00:00:00.000Z,3,23,2021-01-15T07:41:36.633Z
2020-03-30T00:00:00.000Z,1,24,2021-01-15T07:41:36.633Z
2020-03-31T00:00:00.000Z,4,28,2021-01-15T07:41:36.633Z
2020-04-01T00:00:00.000Z,8,36,2021-01-15T07:41:36.633Z
2020-04-02T00:00:00.000Z,9,45,2021-01-15T07:41:36.633Z
2020-04-03T00:00:00.000Z,5,50,2021-01-15T07:41:36.633Z
2020-04-04T00:00:00.000Z,6,56,2021-01-15T07:41:36.633Z
2020-04-05T00:00:00.000Z,7,63,2021-01-15T07:41:36.633Z
2020-04-06T00:00:00.000Z,8,71,2021-01-15T07:41:36.633Z
2020-04-07T00:00:00.000Z,8,79,2021-01-15T07:41:36.633Z
2020-04-08T00:00:00.000Z,8,87,2021-01-15T07:41:36.633Z
2020-04-09T00:00:00.000Z,9,96,2021-01-15T07:41:36.633Z
2020-04-10T00:00:00.000Z,8,104,2021-01-15T07:41:36.633Z
2020-04-11T00:00:00.000Z,6,110,2021-01-15T07:41:36.633Z
2020-04-12T00:00:00.000Z,6,116,2021-01-15T07:41:36.633Z
2020-04-13T00:00:00.000Z,9,125,2021-01-15T07:41:36.633Z
2020-04-14T00:00:00.000Z,8,133,2021-01-15T07:41:36.633Z
2020-04-15T00:00:00.000Z,13,146,2021-01-15T07:41:36.633Z
2020-04-16T00:00:00.000Z,7,153,2021-01-15T07:41:36.633Z
2020-04-17T00:00:00.000Z,9,162,2021-01-15T07:41:36.633Z
2020-04-18T00:00:00.000Z,11,173,2021-01-15T07:41:36.633Z
2020-04-19T00:00:00.000Z,8,181,2021-01-15T07:41:36.633Z
2020-04-20T00:00:00.000Z,6,187,2021-01-15T07:41:36.633Z
2020-04-21T00:00:00.000Z,9,196,2021-01-15T07:41:36.633Z
2020-04-22T00:00:00.000Z,3,199,2021-01-15T07:41:36.633Z
2020-04-23T00:00:00.000Z,4,203,2021-01-15T07:41:36.633Z
2020-04-24T00:00:00.000Z,3,206,2021-01-15T07:41:36.633Z
