section,male,female,lastUpdate,date
0,0,0,2020-12-26T14:11:57.997Z,2020-12-26T14:11:57.997Z
10,2,0,2020-12-26T14:11:57.997Z,2020-12-26T14:11:57.997Z
20,0,0,2020-12-26T14:11:57.997Z,2020-12-26T14:11:57.997Z
30,0,0,2020-12-26T14:11:57.997Z,2020-12-26T14:11:57.997Z
40,7,2,2020-12-26T14:11:57.997Z,2020-12-26T14:11:57.997Z
50,14,1,2020-12-26T14:11:57.997Z,2020-12-26T14:11:57.997Z
60,29,12,2020-12-26T14:11:57.997Z,2020-12-26T14:11:57.997Z
70,25,19,2020-12-26T14:11:57.997Z,2020-12-26T14:11:57.997Z
80,6,9,2020-12-26T14:11:57.997Z,2020-12-26T14:11:57.997Z
90,0,3,2020-12-26T14:11:57.997Z,2020-12-26T14:11:57.997Z
