total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3263,997,213,142,364,257,2021-03-12T13:52:09.540Z
100,31,21,14,37,26,2021-03-12T13:52:09.540Z
