section,male,female,lastUpdate,date
0,1,2,2020-12-25T12:19:08.427Z,2020-12-25T12:19:08.427Z
10,1,2,2020-12-25T12:19:08.427Z,2020-12-25T12:19:08.427Z
20,3,6,2020-12-25T12:19:08.427Z,2020-12-25T12:19:08.427Z
30,12,8,2020-12-25T12:19:08.427Z,2020-12-25T12:19:08.427Z
40,22,15,2020-12-25T12:19:08.427Z,2020-12-25T12:19:08.427Z
50,109,60,2020-12-25T12:19:08.427Z,2020-12-25T12:19:08.427Z
60,297,123,2020-12-25T12:19:08.427Z,2020-12-25T12:19:08.427Z
70,538,260,2020-12-25T12:19:08.427Z,2020-12-25T12:19:08.427Z
80,589,497,2020-12-25T12:19:08.427Z,2020-12-25T12:19:08.427Z
90,258,383,2020-12-25T12:19:08.427Z,2020-12-25T12:19:08.427Z
