section,male,female,lastUpdate,date
0,0,1,2021-01-10T15:34:00.387Z,2021-01-10T15:34:00.387Z
10,0,0,2021-01-10T15:34:00.387Z,2021-01-10T15:34:00.387Z
20,1,0,2021-01-10T15:34:00.387Z,2021-01-10T15:34:00.387Z
30,2,2,2021-01-10T15:34:00.387Z,2021-01-10T15:34:00.387Z
40,8,6,2021-01-10T15:34:00.387Z,2021-01-10T15:34:00.387Z
50,32,5,2021-01-10T15:34:00.387Z,2021-01-10T15:34:00.387Z
60,61,17,2021-01-10T15:34:00.387Z,2021-01-10T15:34:00.387Z
70,45,28,2021-01-10T15:34:00.387Z,2021-01-10T15:34:00.387Z
80,16,8,2021-01-10T15:34:00.387Z,2021-01-10T15:34:00.387Z
90,6,3,2021-01-10T15:34:00.387Z,2021-01-10T15:34:00.387Z
