section,male,female,lastUpdate,date
0,2,3,2021-03-21T19:21:03.850Z,2021-03-21T19:21:03.850Z
10,3,1,2021-03-21T19:21:03.850Z,2021-03-21T19:21:03.850Z
20,18,13,2021-03-21T19:21:03.850Z,2021-03-21T19:21:03.850Z
30,26,18,2021-03-21T19:21:03.850Z,2021-03-21T19:21:03.850Z
40,58,47,2021-03-21T19:21:03.850Z,2021-03-21T19:21:03.850Z
50,219,102,2021-03-21T19:21:03.850Z,2021-03-21T19:21:03.850Z
60,588,266,2021-03-21T19:21:03.850Z,2021-03-21T19:21:03.850Z
70,990,540,2021-03-21T19:21:03.850Z,2021-03-21T19:21:03.850Z
80,1077,940,2021-03-21T19:21:03.850Z,2021-03-21T19:21:03.850Z
90,506,675,2021-03-21T19:21:03.850Z,2021-03-21T19:21:03.850Z
