age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,314218,249183,1538337,20.4,16.2,2021-03-21T19:21:03.850Z
20-29,927546,754198,1300361,71.3,58.0,2021-03-21T19:21:03.850Z
30-39,912803,776748,1197026,76.3,64.9,2021-03-21T19:21:03.850Z
40-49,894246,796473,1098556,81.4,72.5,2021-03-21T19:21:03.850Z
50-59,734609,668839,849966,86.4,78.7,2021-03-21T19:21:03.850Z
60-69,653959,613560,741639,88.2,82.7,2021-03-21T19:21:03.850Z
70-79,475273,454267,490784,96.8,92.6,2021-03-21T19:21:03.850Z
80-89,212264,201628,225538,94.1,89.4,2021-03-21T19:21:03.850Z
90+,49781,46516,51496,96.7,90.3,2021-03-21T19:21:03.850Z
