section,male,female,lastUpdate,date
0,0,3.0,2021-04-03T14:56:45.993Z,2021-04-03T14:56:45.993Z
10,1,,2021-04-03T14:56:45.993Z,2021-04-03T14:56:45.993Z
20,5,2.0,2021-04-03T14:56:45.993Z,2021-04-03T14:56:45.993Z
30,9,12.0,2021-04-03T14:56:45.993Z,2021-04-03T14:56:45.993Z
40,31,16.0,2021-04-03T14:56:45.993Z,2021-04-03T14:56:45.993Z
50,50,27.0,2021-04-03T14:56:45.993Z,2021-04-03T14:56:45.993Z
60,36,37.0,2021-04-03T14:56:45.993Z,2021-04-03T14:56:45.993Z
70,35,30.0,2021-04-03T14:56:45.993Z,2021-04-03T14:56:45.993Z
80,21,20.0,2021-04-03T14:56:45.993Z,2021-04-03T14:56:45.993Z
90,2,6.0,2021-04-03T14:56:45.993Z,2021-04-03T14:56:45.993Z
