section,male,female,lastUpdate,date
0,0,1.0,2021-04-03T14:56:45.993Z,2021-04-03T14:56:45.993Z
10,0,,2021-04-03T14:56:45.993Z,2021-04-03T14:56:45.993Z
20,3,2.0,2021-04-03T14:56:45.993Z,2021-04-03T14:56:45.993Z
30,4,7.0,2021-04-03T14:56:45.993Z,2021-04-03T14:56:45.993Z
40,18,7.0,2021-04-03T14:56:45.993Z,2021-04-03T14:56:45.993Z
50,33,15.0,2021-04-03T14:56:45.993Z,2021-04-03T14:56:45.993Z
60,18,16.0,2021-04-03T14:56:45.993Z,2021-04-03T14:56:45.993Z
70,15,18.0,2021-04-03T14:56:45.993Z,2021-04-03T14:56:45.993Z
80,7,4.0,2021-04-03T14:56:45.993Z,2021-04-03T14:56:45.993Z
90,2,1.0,2021-04-03T14:56:45.993Z,2021-04-03T14:56:45.993Z
