age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,176659,30878,1505185,11.7,2.1,2021-02-13T18:56:28.940Z
20-29,514940,181815,1277634,40.3,14.2,2021-02-13T18:56:28.940Z
30-39,575949,229746,1186386,48.5,19.4,2021-02-13T18:56:28.940Z
40-49,684406,406180,1080768,63.3,37.6,2021-02-13T18:56:28.940Z
50-59,606367,461715,832687,72.8,55.4,2021-02-13T18:56:28.940Z
60-69,584496,520769,735380,79.5,70.8,2021-02-13T18:56:28.940Z
70-79,441678,408207,462148,95.6,88.3,2021-02-13T18:56:28.940Z
80-89,197296,180398,222547,88.7,81.1,2021-02-13T18:56:28.940Z
90+,46481,41433,50589,91.9,81.9,2021-02-13T18:56:28.940Z
