section,male,female,lastUpdate,date
0,0,0,2021-02-13T18:56:28.940Z,2021-02-13T18:56:28.940Z
10,0,1,2021-02-13T18:56:28.940Z,2021-02-13T18:56:28.940Z
20,4,3,2021-02-13T18:56:28.940Z,2021-02-13T18:56:28.940Z
30,12,11,2021-02-13T18:56:28.940Z,2021-02-13T18:56:28.940Z
40,17,14,2021-02-13T18:56:28.940Z,2021-02-13T18:56:28.940Z
50,42,20,2021-02-13T18:56:28.940Z,2021-02-13T18:56:28.940Z
60,43,27,2021-02-13T18:56:28.940Z,2021-02-13T18:56:28.940Z
70,39,23,2021-02-13T18:56:28.940Z,2021-02-13T18:56:28.940Z
80,14,17,2021-02-13T18:56:28.940Z,2021-02-13T18:56:28.940Z
90,2,1,2021-02-13T18:56:28.940Z,2021-02-13T18:56:28.940Z
