Verified_Doctors,Verified_Nurses,isolated_Nurses,isolated_Doctors,isolated_Other_Sector,lastUpdate,date
104,238,521,318,1006,2020-08-22T19:30:43.107Z,2020-08-22T19:30:43.107Z
