section,male,female,lastUpdate,date
0,5453,5206,2020-08-22T19:30:43.107Z,2020-08-22T19:30:43.107Z
10,10505,8637,2020-08-22T19:30:43.107Z,2020-08-22T19:30:43.107Z
20,10678,10381,2020-08-22T19:30:43.107Z,2020-08-22T19:30:43.107Z
30,7357,6933,2020-08-22T19:30:43.107Z,2020-08-22T19:30:43.107Z
40,6257,6482,2020-08-22T19:30:43.107Z,2020-08-22T19:30:43.107Z
50,4953,5014,2020-08-22T19:30:43.107Z,2020-08-22T19:30:43.107Z
60,3477,3172,2020-08-22T19:30:43.107Z,2020-08-22T19:30:43.107Z
70,1765,1565,2020-08-22T19:30:43.107Z,2020-08-22T19:30:43.107Z
80,743,1004,2020-08-22T19:30:43.107Z,2020-08-22T19:30:43.107Z
90,202,460,2020-08-22T19:30:43.107Z,2020-08-22T19:30:43.107Z
