total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2020,1861,346,285,764,416,2021-01-25T07:28:11.697Z
100,92,19,15,41,22,2021-01-25T07:28:11.697Z
