total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3308,1071,224,167,402,262,2021-03-09T20:42:14.300Z
100,32,21,16,38,24,2021-03-09T20:42:14.300Z
