section,male,female,lastUpdate,date
0,1,0,2020-12-20T16:11:28.227Z,2020-12-20T16:11:28.227Z
10,2,1,2020-12-20T16:11:28.227Z,2020-12-20T16:11:28.227Z
20,1,2,2020-12-20T16:11:28.227Z,2020-12-20T16:11:28.227Z
30,1,3,2020-12-20T16:11:28.227Z,2020-12-20T16:11:28.227Z
40,18,11,2020-12-20T16:11:28.227Z,2020-12-20T16:11:28.227Z
50,42,17,2020-12-20T16:11:28.227Z,2020-12-20T16:11:28.227Z
60,91,42,2020-12-20T16:11:28.227Z,2020-12-20T16:11:28.227Z
70,67,44,2020-12-20T16:11:28.227Z,2020-12-20T16:11:28.227Z
80,46,34,2020-12-20T16:11:28.227Z,2020-12-20T16:11:28.227Z
90,7,13,2020-12-20T16:11:28.227Z,2020-12-20T16:11:28.227Z
