total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2912,1553,300,234,608,384,2021-02-11T16:13:16.903Z
100,53,19,15,39,25,2021-02-11T16:13:16.903Z
