total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3263,1073,208,161,403,250,2021-03-10T07:35:41.117Z
100,33,19,15,38,23,2021-03-10T07:35:41.117Z
