name,amount,lastUpdate,date
hard,1094,2021-02-05T07:18:48.910Z,2021-02-05T07:18:48.910Z
moderate,229,2021-02-05T07:18:48.910Z,2021-02-05T07:18:48.910Z
critical,395,2021-02-05T07:18:48.910Z,2021-02-05T07:18:48.910Z
breath,326,2021-02-05T07:18:48.910Z,2021-02-05T07:18:48.910Z
name,amount,lastUpdate,date
hard,1094,2021-02-05T07:18:48.910Z,2021-02-05T07:18:48.910Z
moderate,229,2021-02-05T07:18:48.910Z,2021-02-05T07:18:48.910Z
critical,395,2021-02-05T07:18:48.910Z,2021-02-05T07:18:48.910Z
breath,326,2021-02-05T07:18:48.910Z,2021-02-05T07:18:48.910Z
