section,male,female,lastUpdate,date
0,1,2,2020-12-26T20:10:57.310Z,2020-12-26T20:10:57.310Z
10,1,2,2020-12-26T20:10:57.310Z,2020-12-26T20:10:57.310Z
20,3,6,2020-12-26T20:10:57.310Z,2020-12-26T20:10:57.310Z
30,12,8,2020-12-26T20:10:57.310Z,2020-12-26T20:10:57.310Z
40,22,15,2020-12-26T20:10:57.310Z,2020-12-26T20:10:57.310Z
50,110,60,2020-12-26T20:10:57.310Z,2020-12-26T20:10:57.310Z
60,303,124,2020-12-26T20:10:57.310Z,2020-12-26T20:10:57.310Z
70,542,262,2020-12-26T20:10:57.310Z,2020-12-26T20:10:57.310Z
80,588,500,2020-12-26T20:10:57.310Z,2020-12-26T20:10:57.310Z
90,264,385,2020-12-26T20:10:57.310Z,2020-12-26T20:10:57.310Z
