total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2917,1540,325,212,604,388,2021-02-13T14:52:09.090Z
100,53,21,14,39,25,2021-02-13T14:52:09.090Z
