amount,lastUpdate
0,2021-04-17T17:31:37.623Z
0,2021-04-17T17:31:37.623Z
0,2021-04-17T17:31:37.623Z
1,2021-04-17T17:31:37.623Z
2,2021-04-17T17:31:37.623Z
3,2021-04-17T17:31:37.623Z
5,2021-04-17T17:31:37.623Z
5,2021-04-17T17:31:37.623Z
6,2021-04-17T17:31:37.623Z
7,2021-04-17T17:31:37.623Z
7,2021-04-17T17:31:37.623Z
7,2021-04-17T17:31:37.623Z
6,2021-04-17T17:31:37.623Z
9,2021-04-17T17:31:37.623Z
11,2021-04-17T17:31:37.623Z
12,2021-04-17T17:31:37.623Z
16,2021-04-17T17:31:37.623Z
21,2021-04-17T17:31:37.623Z
23,2021-04-17T17:31:37.623Z
27,2021-04-17T17:31:37.623Z
38,2021-04-17T17:31:37.623Z
44,2021-04-17T17:31:37.623Z
48,2021-04-17T17:31:37.623Z
52,2021-04-17T17:31:37.623Z
56,2021-04-17T17:31:37.623Z
66,2021-04-17T17:31:37.623Z
70,2021-04-17T17:31:37.623Z
80,2021-04-17T17:31:37.623Z
89,2021-04-17T17:31:37.623Z
98,2021-04-17T17:31:37.623Z
111,2021-04-17T17:31:37.623Z
113,2021-04-17T17:31:37.623Z
131,2021-04-17T17:31:37.623Z
140,2021-04-17T17:31:37.623Z
135,2021-04-17T17:31:37.623Z
147,2021-04-17T17:31:37.623Z
160,2021-04-17T17:31:37.623Z
166,2021-04-17T17:31:37.623Z
166,2021-04-17T17:31:37.623Z
170,2021-04-17T17:31:37.623Z
182,2021-04-17T17:31:37.623Z
177,2021-04-17T17:31:37.623Z
192,2021-04-17T17:31:37.623Z
178,2021-04-17T17:31:37.623Z
186,2021-04-17T17:31:37.623Z
182,2021-04-17T17:31:37.623Z
165,2021-04-17T17:31:37.623Z
175,2021-04-17T17:31:37.623Z
157,2021-04-17T17:31:37.623Z
155,2021-04-17T17:31:37.623Z
145,2021-04-17T17:31:37.623Z
149,2021-04-17T17:31:37.623Z
146,2021-04-17T17:31:37.623Z
144,2021-04-17T17:31:37.623Z
136,2021-04-17T17:31:37.623Z
142,2021-04-17T17:31:37.623Z
132,2021-04-17T17:31:37.623Z
127,2021-04-17T17:31:37.623Z
122,2021-04-17T17:31:37.623Z
112,2021-04-17T17:31:37.623Z
109,2021-04-17T17:31:37.623Z
111,2021-04-17T17:31:37.623Z
101,2021-04-17T17:31:37.623Z
97,2021-04-17T17:31:37.623Z
91,2021-04-17T17:31:37.623Z
88,2021-04-17T17:31:37.623Z
84,2021-04-17T17:31:37.623Z
78,2021-04-17T17:31:37.623Z
78,2021-04-17T17:31:37.623Z
74,2021-04-17T17:31:37.623Z
69,2021-04-17T17:31:37.623Z
66,2021-04-17T17:31:37.623Z
61,2021-04-17T17:31:37.623Z
61,2021-04-17T17:31:37.623Z
61,2021-04-17T17:31:37.623Z
60,2021-04-17T17:31:37.623Z
55,2021-04-17T17:31:37.623Z
52,2021-04-17T17:31:37.623Z
51,2021-04-17T17:31:37.623Z
46,2021-04-17T17:31:37.623Z
47,2021-04-17T17:31:37.623Z
46,2021-04-17T17:31:37.623Z
46,2021-04-17T17:31:37.623Z
43,2021-04-17T17:31:37.623Z
41,2021-04-17T17:31:37.623Z
36,2021-04-17T17:31:37.623Z
40,2021-04-17T17:31:37.623Z
36,2021-04-17T17:31:37.623Z
39,2021-04-17T17:31:37.623Z
35,2021-04-17T17:31:37.623Z
35,2021-04-17T17:31:37.623Z
32,2021-04-17T17:31:37.623Z
29,2021-04-17T17:31:37.623Z
28,2021-04-17T17:31:37.623Z
30,2021-04-17T17:31:37.623Z
29,2021-04-17T17:31:37.623Z
