age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,207475,86449,1505185,13.8,5.7,2021-02-18T16:59:19.573Z
20-29,627447,252553,1277634,49.1,19.8,2021-02-18T16:59:19.573Z
30-39,674596,294380,1186386,56.9,24.8,2021-02-18T16:59:19.573Z
40-49,745659,501357,1080768,69.0,46.4,2021-02-18T16:59:19.573Z
50-59,641979,506434,832687,77.1,60.8,2021-02-18T16:59:19.573Z
60-69,601248,538939,735380,81.8,73.3,2021-02-18T16:59:19.573Z
70-79,449109,417975,462148,97.2,90.4,2021-02-18T16:59:19.573Z
80-89,200381,184842,222547,90.0,83.1,2021-02-18T16:59:19.573Z
90+,47174,42520,50589,93.2,84.0,2021-02-18T16:59:19.573Z
