section,male,female,lastUpdate,date
0,1,1,2021-02-18T16:59:19.573Z,2021-02-18T16:59:19.573Z
10,1,4,2021-02-18T16:59:19.573Z,2021-02-18T16:59:19.573Z
20,11,17,2021-02-18T16:59:19.573Z,2021-02-18T16:59:19.573Z
30,32,29,2021-02-18T16:59:19.573Z,2021-02-18T16:59:19.573Z
40,60,39,2021-02-18T16:59:19.573Z,2021-02-18T16:59:19.573Z
50,102,59,2021-02-18T16:59:19.573Z,2021-02-18T16:59:19.573Z
60,112,79,2021-02-18T16:59:19.573Z,2021-02-18T16:59:19.573Z
70,102,77,2021-02-18T16:59:19.573Z,2021-02-18T16:59:19.573Z
80,62,64,2021-02-18T16:59:19.573Z,2021-02-18T16:59:19.573Z
90,10,17,2021-02-18T16:59:19.573Z,2021-02-18T16:59:19.573Z
