total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2020,1845,326,258,770,358,2021-01-22T04:41:17.910Z
100,91,18,14,42,19,2021-01-22T04:41:17.910Z
