age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,28001,4056,1505185,1.9,0.3,2021-01-22T04:41:17.910Z
20-29,184980,33066,1277634,14.5,2.6,2021-01-22T04:41:17.910Z
30-39,220215,50963,1186386,18.6,4.3,2021-01-22T04:41:17.910Z
40-49,389594,75003,1080768,36.0,6.9,2021-01-22T04:41:17.910Z
50-59,460687,94607,832687,55.3,11.4,2021-01-22T04:41:17.910Z
60-69,523269,254029,735380,71.2,34.5,2021-01-22T04:41:17.910Z
70-79,409744,226779,462148,88.7,49.1,2021-01-22T04:41:17.910Z
80-89,181722,91302,222547,81.7,41.0,2021-01-22T04:41:17.910Z
90+,42538,20697,50589,84.1,40.9,2021-01-22T04:41:17.910Z
