total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,676,116,85,232,235,2021-03-29T14:17:08.287Z
100,23,17,13,34,35,2021-03-29T14:17:08.287Z
