section,male,female,lastUpdate,date
0,19068,18186,2020-12-12T13:42:25.367Z,2020-12-12T13:42:25.367Z
10,41648,30797,2020-12-12T13:42:25.367Z,2020-12-12T13:42:25.367Z
20,36218,33779,2020-12-12T13:42:25.367Z,2020-12-12T13:42:25.367Z
30,24576,24790,2020-12-12T13:42:25.367Z,2020-12-12T13:42:25.367Z
40,21560,23080,2020-12-12T13:42:25.367Z,2020-12-12T13:42:25.367Z
50,16802,17594,2020-12-12T13:42:25.367Z,2020-12-12T13:42:25.367Z
60,12313,11039,2020-12-12T13:42:25.367Z,2020-12-12T13:42:25.367Z
70,6129,5626,2020-12-12T13:42:25.367Z,2020-12-12T13:42:25.367Z
80,2568,3299,2020-12-12T13:42:25.367Z,2020-12-12T13:42:25.367Z
90,618,1420,2020-12-12T13:42:25.367Z,2020-12-12T13:42:25.367Z
