name,coronaOccupancy,normalOccupancy,isolatedTeam,lastUpdate,date
שיבא,,93.417724609375,50,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
יוספטל,,43.07692337036133,1,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
שמיר,,53.98428726196289,44,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
וולפסון,,60.61493301391602,18,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
זיו צפת,,59.36599349975586,61,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
הלל יפה,,72.03883361816406,21,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
נהריה,,69.29460906982422,48,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
ברזילי,,65.0,40,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
פוריה,,55.49295806884766,26,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
סוראסקי,,87.53202056884766,62,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
בני ציון,,72.05542755126953,40,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
רבין ק. בילינסון,,75.6886215209961,72,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
סורוקה,,62.38053894042969,81,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
מאיר,,71.59383392333984,45,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
קפלן,,85.92057800292969,16,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
"רמב""ם",,87.93814086914062,125,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
הכרמל,,62.98568344116211,45,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
השרון ק. גולדה,,48.96265411376953,20,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
הדסה עין כרם,,94.84127044677734,140,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
הסקוטי,,98.4962387084961,15,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
המשפחה הקדושה,,,0,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
סנט ג'וזף,,,11,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
שערי צדק,,,86,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
אל מקאסד,,,0,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
לניאדו,,79.3871841430664,17,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
אוגוסטה ויקטוריה,,,10,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
מעייני הישועה,,86.0759506225586,12,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
אסותא אשדוד,,,15,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
שניידר,,,0,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
סנט וינסנט,,52.98507308959961,4,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
המרכזי בעמק,,68.27586364746094,76,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
