section,male,female,lastUpdate,date
0,1,0,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
10,2,0,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
20,2,2,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
30,1,3,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
40,22,10,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
50,44,16,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
60,87,39,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
70,68,42,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
80,42,32,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
90,7,12,2020-12-20T04:33:07.710Z,2020-12-20T04:33:07.710Z
