section,male,female,lastUpdate,date
0,2,2,2021-01-31T17:19:30.317Z,2021-01-31T17:19:30.317Z
10,3,2,2021-01-31T17:19:30.317Z,2021-01-31T17:19:30.317Z
20,7,9,2021-01-31T17:19:30.317Z,2021-01-31T17:19:30.317Z
30,14,11,2021-01-31T17:19:30.317Z,2021-01-31T17:19:30.317Z
40,33,29,2021-01-31T17:19:30.317Z,2021-01-31T17:19:30.317Z
50,165,78,2021-01-31T17:19:30.317Z,2021-01-31T17:19:30.317Z
60,460,196,2021-01-31T17:19:30.317Z,2021-01-31T17:19:30.317Z
70,790,395,2021-01-31T17:19:30.317Z,2021-01-31T17:19:30.317Z
80,888,733,2021-01-31T17:19:30.317Z,2021-01-31T17:19:30.317Z
90,407,560,2021-01-31T17:19:30.317Z,2021-01-31T17:19:30.317Z
