section,male,female,lastUpdate,date
0,17259,16505,2020-11-10T03:13:27.287Z,2020-11-10T03:13:27.287Z
10,39011,27917,2020-11-10T03:13:27.287Z,2020-11-10T03:13:27.287Z
20,33248,30165,2020-11-10T03:13:27.287Z,2020-11-10T03:13:27.287Z
30,22160,21825,2020-11-10T03:13:27.287Z,2020-11-10T03:13:27.287Z
40,19336,20414,2020-11-10T03:13:27.287Z,2020-11-10T03:13:27.287Z
50,15030,15539,2020-11-10T03:13:27.287Z,2020-11-10T03:13:27.287Z
60,10945,9693,2020-11-10T03:13:27.287Z,2020-11-10T03:13:27.287Z
70,5357,4898,2020-11-10T03:13:27.287Z,2020-11-10T03:13:27.287Z
80,2330,2907,2020-11-10T03:13:27.287Z,2020-11-10T03:13:27.287Z
90,553,1264,2020-11-10T03:13:27.287Z,2020-11-10T03:13:27.287Z
