total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3263,958,197,148,340,262,2021-03-15T20:17:59.313Z
100,29,21,15,35,27,2021-03-15T20:17:59.313Z
