age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,304688,220895,1538337,19.8,14.4,2021-03-15T20:17:59.313Z
20-29,923964,669205,1300361,71.1,51.5,2021-03-15T20:17:59.313Z
30-39,929546,704716,1197026,77.7,58.9,2021-03-15T20:17:59.313Z
40-49,910564,752830,1098556,82.9,68.5,2021-03-15T20:17:59.313Z
50-59,742417,642631,849966,87.3,75.6,2021-03-15T20:17:59.313Z
60-69,652204,600009,741639,87.9,80.9,2021-03-15T20:17:59.313Z
70-79,473316,447614,490784,96.4,91.2,2021-03-15T20:17:59.313Z
80-89,211214,198512,225538,93.6,88.0,2021-03-15T20:17:59.313Z
90+,49522,45903,51496,96.2,89.1,2021-03-15T20:17:59.313Z
