section,male,female,lastUpdate,date
0,1,1,2021-01-16T14:40:17.410Z,2021-01-16T14:40:17.410Z
10,0,0,2021-01-16T14:40:17.410Z,2021-01-16T14:40:17.410Z
20,2,1,2021-01-16T14:40:17.410Z,2021-01-16T14:40:17.410Z
30,3,1,2021-01-16T14:40:17.410Z,2021-01-16T14:40:17.410Z
40,11,9,2021-01-16T14:40:17.410Z,2021-01-16T14:40:17.410Z
50,35,9,2021-01-16T14:40:17.410Z,2021-01-16T14:40:17.410Z
60,53,23,2021-01-16T14:40:17.410Z,2021-01-16T14:40:17.410Z
70,39,22,2021-01-16T14:40:17.410Z,2021-01-16T14:40:17.410Z
80,18,12,2021-01-16T14:40:17.410Z,2021-01-16T14:40:17.410Z
90,1,3,2021-01-16T14:40:17.410Z,2021-01-16T14:40:17.410Z
