section,male,female,lastUpdate,date
0,1,1,2021-01-16T14:40:17.410Z,2021-01-16T14:40:17.410Z
10,1,2,2021-01-16T14:40:17.410Z,2021-01-16T14:40:17.410Z
20,4,10,2021-01-16T14:40:17.410Z,2021-01-16T14:40:17.410Z
30,11,12,2021-01-16T14:40:17.410Z,2021-01-16T14:40:17.410Z
40,50,18,2021-01-16T14:40:17.410Z,2021-01-16T14:40:17.410Z
50,96,45,2021-01-16T14:40:17.410Z,2021-01-16T14:40:17.410Z
60,164,89,2021-01-16T14:40:17.410Z,2021-01-16T14:40:17.410Z
70,149,124,2021-01-16T14:40:17.410Z,2021-01-16T14:40:17.410Z
80,113,100,2021-01-16T14:40:17.410Z,2021-01-16T14:40:17.410Z
90,27,46,2021-01-16T14:40:17.410Z,2021-01-16T14:40:17.410Z
