section,male,female,lastUpdate,date
0,0,0,2020-12-05T19:35:21.767Z,2020-12-05T19:35:21.767Z
10,1,0,2020-12-05T19:35:21.767Z,2020-12-05T19:35:21.767Z
20,4,1,2020-12-05T19:35:21.767Z,2020-12-05T19:35:21.767Z
30,2,2,2020-12-05T19:35:21.767Z,2020-12-05T19:35:21.767Z
40,15,8,2020-12-05T19:35:21.767Z,2020-12-05T19:35:21.767Z
50,32,16,2020-12-05T19:35:21.767Z,2020-12-05T19:35:21.767Z
60,50,23,2020-12-05T19:35:21.767Z,2020-12-05T19:35:21.767Z
70,61,34,2020-12-05T19:35:21.767Z,2020-12-05T19:35:21.767Z
80,29,32,2020-12-05T19:35:21.767Z,2020-12-05T19:35:21.767Z
90,5,10,2020-12-05T19:35:21.767Z,2020-12-05T19:35:21.767Z
