section,male,female,lastUpdate,date
0,0,0,2021-01-05T03:51:07.883Z,2021-01-05T03:51:07.883Z
10,1,1,2021-01-05T03:51:07.883Z,2021-01-05T03:51:07.883Z
20,5,0,2021-01-05T03:51:07.883Z,2021-01-05T03:51:07.883Z
30,4,5,2021-01-05T03:51:07.883Z,2021-01-05T03:51:07.883Z
40,27,17,2021-01-05T03:51:07.883Z,2021-01-05T03:51:07.883Z
50,62,27,2021-01-05T03:51:07.883Z,2021-01-05T03:51:07.883Z
60,132,63,2021-01-05T03:51:07.883Z,2021-01-05T03:51:07.883Z
70,123,84,2021-01-05T03:51:07.883Z,2021-01-05T03:51:07.883Z
80,82,66,2021-01-05T03:51:07.883Z,2021-01-05T03:51:07.883Z
90,29,19,2021-01-05T03:51:07.883Z,2021-01-05T03:51:07.883Z
