total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3124,1721,273,236,686,373,2021-02-08T04:02:11.827Z
100,55,16,14,40,22,2021-02-08T04:02:11.827Z
