section,male,female,lastUpdate,date
0,0,0,2021-02-08T04:02:11.827Z,2021-02-08T04:02:11.827Z
10,0,5,2021-02-08T04:02:11.827Z,2021-02-08T04:02:11.827Z
20,9,8,2021-02-08T04:02:11.827Z,2021-02-08T04:02:11.827Z
30,34,20,2021-02-08T04:02:11.827Z,2021-02-08T04:02:11.827Z
40,63,35,2021-02-08T04:02:11.827Z,2021-02-08T04:02:11.827Z
50,120,51,2021-02-08T04:02:11.827Z,2021-02-08T04:02:11.827Z
60,146,85,2021-02-08T04:02:11.827Z,2021-02-08T04:02:11.827Z
70,137,99,2021-02-08T04:02:11.827Z,2021-02-08T04:02:11.827Z
80,75,94,2021-02-08T04:02:11.827Z,2021-02-08T04:02:11.827Z
90,31,28,2021-02-08T04:02:11.827Z,2021-02-08T04:02:11.827Z
