name,amount,lastUpdate,date
hard,527,2020-12-25T07:13:39.963Z,2020-12-25T07:13:39.963Z
moderate,201,2020-12-25T07:13:39.963Z,2020-12-25T07:13:39.963Z
critical,167,2020-12-25T07:13:39.963Z,2020-12-25T07:13:39.963Z
name,amount,lastUpdate,date
hard,527,2020-12-25T07:13:39.963Z,2020-12-25T07:13:39.963Z
moderate,201,2020-12-25T07:13:39.963Z,2020-12-25T07:13:39.963Z
critical,167,2020-12-25T07:13:39.963Z,2020-12-25T07:13:39.963Z
