section,male,female,lastUpdate,date
0,21200,20259,2020-12-25T07:13:39.963Z,2020-12-25T07:13:39.963Z
10,44934,34546,2020-12-25T07:13:39.963Z,2020-12-25T07:13:39.963Z
20,39453,37545,2020-12-25T07:13:39.963Z,2020-12-25T07:13:39.963Z
30,27172,27713,2020-12-25T07:13:39.963Z,2020-12-25T07:13:39.963Z
40,23923,25908,2020-12-25T07:13:39.963Z,2020-12-25T07:13:39.963Z
50,18653,19560,2020-12-25T07:13:39.963Z,2020-12-25T07:13:39.963Z
60,13709,12361,2020-12-25T07:13:39.963Z,2020-12-25T07:13:39.963Z
70,6859,6294,2020-12-25T07:13:39.963Z,2020-12-25T07:13:39.963Z
80,2851,3642,2020-12-25T07:13:39.963Z,2020-12-25T07:13:39.963Z
90,683,1561,2020-12-25T07:13:39.963Z,2020-12-25T07:13:39.963Z
