age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,229035,113260,1505185,15.2,7.5,2021-02-22T15:39:30.907Z
20-29,697515,291517,1277634,54.6,22.8,2021-02-22T15:39:30.907Z
30-39,735159,351113,1186386,62.0,29.6,2021-02-22T15:39:30.907Z
40-49,781455,551928,1080768,72.3,51.1,2021-02-22T15:39:30.907Z
50-59,663025,529676,832687,79.6,63.6,2021-02-22T15:39:30.907Z
60-69,611670,547429,735380,83.2,74.4,2021-02-22T15:39:30.907Z
70-79,453795,422317,462148,98.2,91.4,2021-02-22T15:39:30.907Z
80-89,202297,186769,222547,90.9,83.9,2021-02-22T15:39:30.907Z
90+,47575,42979,50589,94.0,85.0,2021-02-22T15:39:30.907Z
