section,male,female,lastUpdate,date
0,1,1,2020-12-04T12:59:41.677Z,2020-12-04T12:59:41.677Z
10,1,2,2020-12-04T12:59:41.677Z,2020-12-04T12:59:41.677Z
20,1,5,2020-12-04T12:59:41.677Z,2020-12-04T12:59:41.677Z
30,11,7,2020-12-04T12:59:41.677Z,2020-12-04T12:59:41.677Z
40,21,11,2020-12-04T12:59:41.677Z,2020-12-04T12:59:41.677Z
50,99,55,2020-12-04T12:59:41.677Z,2020-12-04T12:59:41.677Z
60,265,108,2020-12-04T12:59:41.677Z,2020-12-04T12:59:41.677Z
70,482,241,2020-12-04T12:59:41.677Z,2020-12-04T12:59:41.677Z
80,539,446,2020-12-04T12:59:41.677Z,2020-12-04T12:59:41.677Z
90,239,361,2020-12-04T12:59:41.677Z,2020-12-04T12:59:41.677Z
