section,male,female,lastUpdate,date
0,46868,44187,2021-02-09T07:17:15.457Z,2021-02-09T07:17:15.457Z
10,78638,68721,2021-02-09T07:17:15.457Z,2021-02-09T07:17:15.457Z
20,65537,66423,2021-02-09T07:17:15.457Z,2021-02-09T07:17:15.457Z
30,46987,49479,2021-02-09T07:17:15.457Z,2021-02-09T07:17:15.457Z
40,40238,44261,2021-02-09T07:17:15.457Z,2021-02-09T07:17:15.457Z
50,30653,32601,2021-02-09T07:17:15.457Z,2021-02-09T07:17:15.457Z
60,21420,20416,2021-02-09T07:17:15.457Z,2021-02-09T07:17:15.457Z
70,10640,10398,2021-02-09T07:17:15.457Z,2021-02-09T07:17:15.457Z
80,4698,6353,2021-02-09T07:17:15.457Z,2021-02-09T07:17:15.457Z
90,1238,2640,2021-02-09T07:17:15.457Z,2021-02-09T07:17:15.457Z
