section,male,female,lastUpdate,date
0,0,,2020-12-15T03:52:05.163Z,2020-12-15T03:52:05.163Z
10,2,0.0,2020-12-15T03:52:05.163Z,2020-12-15T03:52:05.163Z
20,2,1.0,2020-12-15T03:52:05.163Z,2020-12-15T03:52:05.163Z
30,3,2.0,2020-12-15T03:52:05.163Z,2020-12-15T03:52:05.163Z
40,12,11.0,2020-12-15T03:52:05.163Z,2020-12-15T03:52:05.163Z
50,40,16.0,2020-12-15T03:52:05.163Z,2020-12-15T03:52:05.163Z
60,73,26.0,2020-12-15T03:52:05.163Z,2020-12-15T03:52:05.163Z
70,58,28.0,2020-12-15T03:52:05.163Z,2020-12-15T03:52:05.163Z
80,31,29.0,2020-12-15T03:52:05.163Z,2020-12-15T03:52:05.163Z
90,6,6.0,2020-12-15T03:52:05.163Z,2020-12-15T03:52:05.163Z
