section,male,female,lastUpdate,date
0,9410,9076,2020-09-18T04:19:52.177Z,2020-09-18T04:19:52.177Z
10,21919,15006,2020-09-18T04:19:52.177Z,2020-09-18T04:19:52.177Z
20,18366,17290,2020-09-18T04:19:52.177Z,2020-09-18T04:19:52.177Z
30,11987,12277,2020-09-18T04:19:52.177Z,2020-09-18T04:19:52.177Z
40,10567,11565,2020-09-18T04:19:52.177Z,2020-09-18T04:19:52.177Z
50,8231,8724,2020-09-18T04:19:52.177Z,2020-09-18T04:19:52.177Z
60,5691,5329,2020-09-18T04:19:52.177Z,2020-09-18T04:19:52.177Z
70,2794,2593,2020-09-18T04:19:52.177Z,2020-09-18T04:19:52.177Z
80,1172,1560,2020-09-18T04:19:52.177Z,2020-09-18T04:19:52.177Z
90,279,678,2020-09-18T04:19:52.177Z,2020-09-18T04:19:52.177Z
