date,amount,total,lastUpdate
2020-03-02T00:00:00.000Z,0,1,2021-01-20T04:28:09.150Z
2020-03-03T00:00:00.000Z,0,1,2021-01-20T04:28:09.150Z
2020-03-04T00:00:00.000Z,0,1,2021-01-20T04:28:09.150Z
2020-03-05T00:00:00.000Z,0,1,2021-01-20T04:28:09.150Z
2020-03-06T00:00:00.000Z,0,1,2021-01-20T04:28:09.150Z
2020-03-07T00:00:00.000Z,0,1,2021-01-20T04:28:09.150Z
2020-03-08T00:00:00.000Z,0,1,2021-01-20T04:28:09.150Z
2020-03-09T00:00:00.000Z,0,1,2021-01-20T04:28:09.150Z
2020-03-10T00:00:00.000Z,0,1,2021-01-20T04:28:09.150Z
2020-03-11T00:00:00.000Z,0,1,2021-01-20T04:28:09.150Z
2020-03-12T00:00:00.000Z,0,1,2021-01-20T04:28:09.150Z
2020-03-13T00:00:00.000Z,0,1,2021-01-20T04:28:09.150Z
2020-03-14T00:00:00.000Z,0,1,2021-01-20T04:28:09.150Z
2020-03-15T00:00:00.000Z,0,1,2021-01-20T04:28:09.150Z
2020-03-16T00:00:00.000Z,0,1,2021-01-20T04:28:09.150Z
2020-03-17T00:00:00.000Z,0,1,2021-01-20T04:28:09.150Z
2020-03-18T00:00:00.000Z,0,1,2021-01-20T04:28:09.150Z
2020-03-19T00:00:00.000Z,0,1,2021-01-20T04:28:09.150Z
2020-03-20T00:00:00.000Z,1,2,2021-01-20T04:28:09.150Z
2020-03-21T00:00:00.000Z,0,2,2021-01-20T04:28:09.150Z
2020-03-22T00:00:00.000Z,0,2,2021-01-20T04:28:09.150Z
2020-03-23T00:00:00.000Z,0,2,2021-01-20T04:28:09.150Z
2020-03-24T00:00:00.000Z,3,5,2021-01-20T04:28:09.150Z
2020-03-25T00:00:00.000Z,1,6,2021-01-20T04:28:09.150Z
2020-03-26T00:00:00.000Z,5,11,2021-01-20T04:28:09.150Z
2020-03-27T00:00:00.000Z,2,13,2021-01-20T04:28:09.150Z
2020-03-28T00:00:00.000Z,1,14,2021-01-20T04:28:09.150Z
2020-03-29T00:00:00.000Z,3,17,2021-01-20T04:28:09.150Z
2020-03-30T00:00:00.000Z,1,18,2021-01-20T04:28:09.150Z
2020-03-31T00:00:00.000Z,4,22,2021-01-20T04:28:09.150Z
2020-04-01T00:00:00.000Z,8,30,2021-01-20T04:28:09.150Z
2020-04-02T00:00:00.000Z,9,39,2021-01-20T04:28:09.150Z
2020-04-03T00:00:00.000Z,5,44,2021-01-20T04:28:09.150Z
2020-04-04T00:00:00.000Z,6,50,2021-01-20T04:28:09.150Z
2020-04-05T00:00:00.000Z,7,57,2021-01-20T04:28:09.150Z
2020-04-06T00:00:00.000Z,8,65,2021-01-20T04:28:09.150Z
2020-04-07T00:00:00.000Z,8,73,2021-01-20T04:28:09.150Z
2020-04-08T00:00:00.000Z,8,81,2021-01-20T04:28:09.150Z
2020-04-09T00:00:00.000Z,9,90,2021-01-20T04:28:09.150Z
2020-04-10T00:00:00.000Z,8,98,2021-01-20T04:28:09.150Z
2020-04-11T00:00:00.000Z,6,104,2021-01-20T04:28:09.150Z
2020-04-12T00:00:00.000Z,6,110,2021-01-20T04:28:09.150Z
2020-04-13T00:00:00.000Z,9,119,2021-01-20T04:28:09.150Z
2020-04-14T00:00:00.000Z,8,127,2021-01-20T04:28:09.150Z
2020-04-15T00:00:00.000Z,13,140,2021-01-20T04:28:09.150Z
2020-04-16T00:00:00.000Z,7,147,2021-01-20T04:28:09.150Z
2020-04-17T00:00:00.000Z,9,156,2021-01-20T04:28:09.150Z
2020-04-18T00:00:00.000Z,11,167,2021-01-20T04:28:09.150Z
2020-04-19T00:00:00.000Z,8,175,2021-01-20T04:28:09.150Z
2020-04-20T00:00:00.000Z,6,181,2021-01-20T04:28:09.150Z
2020-04-21T00:00:00.000Z,9,190,2021-01-20T04:28:09.150Z
2020-04-22T00:00:00.000Z,3,193,2021-01-20T04:28:09.150Z
2020-04-23T00:00:00.000Z,4,197,2021-01-20T04:28:09.150Z
2020-04-24T00:00:00.000Z,3,200,2021-01-20T04:28:09.150Z
2020-04-25T00:00:00.000Z,3,203,2021-01-20T04:28:09.150Z
2020-04-26T00:00:00.000Z,2,205,2021-01-20T04:28:09.150Z
2020-04-27T00:00:00.000Z,4,209,2021-01-20T04:28:09.150Z
2020-04-28T00:00:00.000Z,5,214,2021-01-20T04:28:09.150Z
2020-04-29T00:00:00.000Z,6,220,2021-01-20T04:28:09.150Z
2020-04-30T00:00:00.000Z,6,226,2021-01-20T04:28:09.150Z
2020-05-01T00:00:00.000Z,4,230,2021-01-20T04:28:09.150Z
2020-05-02T00:00:00.000Z,3,233,2021-01-20T04:28:09.150Z
2020-05-03T00:00:00.000Z,3,236,2021-01-20T04:28:09.150Z
2020-05-04T00:00:00.000Z,3,239,2021-01-20T04:28:09.150Z
2020-05-05T00:00:00.000Z,2,241,2021-01-20T04:28:09.150Z
2020-05-06T00:00:00.000Z,1,242,2021-01-20T04:28:09.150Z
2020-05-07T00:00:00.000Z,1,243,2021-01-20T04:28:09.150Z
2020-05-08T00:00:00.000Z,6,249,2021-01-20T04:28:09.150Z
2020-05-09T00:00:00.000Z,3,252,2021-01-20T04:28:09.150Z
2020-05-10T00:00:00.000Z,4,256,2021-01-20T04:28:09.150Z
2020-05-11T00:00:00.000Z,5,261,2021-01-20T04:28:09.150Z
2020-05-12T00:00:00.000Z,3,264,2021-01-20T04:28:09.150Z
2020-05-13T00:00:00.000Z,3,267,2021-01-20T04:28:09.150Z
2020-05-14T00:00:00.000Z,2,269,2021-01-20T04:28:09.150Z
2020-05-15T00:00:00.000Z,0,269,2021-01-20T04:28:09.150Z
2020-05-16T00:00:00.000Z,3,272,2021-01-20T04:28:09.150Z
2020-05-17T00:00:00.000Z,4,276,2021-01-20T04:28:09.150Z
2020-05-18T00:00:00.000Z,3,279,2021-01-20T04:28:09.150Z
2020-05-19T00:00:00.000Z,2,281,2021-01-20T04:28:09.150Z
2020-05-20T00:00:00.000Z,1,282,2021-01-20T04:28:09.150Z
2020-05-21T00:00:00.000Z,0,282,2021-01-20T04:28:09.150Z
2020-05-22T00:00:00.000Z,0,282,2021-01-20T04:28:09.150Z
2020-05-23T00:00:00.000Z,0,282,2021-01-20T04:28:09.150Z
2020-05-24T00:00:00.000Z,1,283,2021-01-20T04:28:09.150Z
2020-05-25T00:00:00.000Z,2,285,2021-01-20T04:28:09.150Z
2020-05-26T00:00:00.000Z,0,285,2021-01-20T04:28:09.150Z
2020-05-27T00:00:00.000Z,2,287,2021-01-20T04:28:09.150Z
2020-05-28T00:00:00.000Z,1,288,2021-01-20T04:28:09.150Z
2020-05-29T00:00:00.000Z,0,288,2021-01-20T04:28:09.150Z
2020-05-30T00:00:00.000Z,0,288,2021-01-20T04:28:09.150Z
2020-05-31T00:00:00.000Z,0,288,2021-01-20T04:28:09.150Z
2020-06-01T00:00:00.000Z,3,291,2021-01-20T04:28:09.150Z
2020-06-02T00:00:00.000Z,2,293,2021-01-20T04:28:09.150Z
2020-06-03T00:00:00.000Z,1,294,2021-01-20T04:28:09.150Z
2020-06-04T00:00:00.000Z,0,294,2021-01-20T04:28:09.150Z
2020-06-05T00:00:00.000Z,1,295,2021-01-20T04:28:09.150Z
2020-06-06T00:00:00.000Z,4,299,2021-01-20T04:28:09.150Z
2020-06-07T00:00:00.000Z,2,301,2021-01-20T04:28:09.150Z
2020-06-08T00:00:00.000Z,0,301,2021-01-20T04:28:09.150Z
2020-06-09T00:00:00.000Z,1,302,2021-01-20T04:28:09.150Z
2020-06-10T00:00:00.000Z,1,303,2021-01-20T04:28:09.150Z
2020-06-11T00:00:00.000Z,0,303,2021-01-20T04:28:09.150Z
2020-06-12T00:00:00.000Z,0,303,2021-01-20T04:28:09.150Z
2020-06-13T00:00:00.000Z,1,304,2021-01-20T04:28:09.150Z
2020-06-14T00:00:00.000Z,2,306,2021-01-20T04:28:09.150Z
2020-06-15T00:00:00.000Z,0,306,2021-01-20T04:28:09.150Z
2020-06-16T00:00:00.000Z,1,307,2021-01-20T04:28:09.150Z
2020-06-17T00:00:00.000Z,0,307,2021-01-20T04:28:09.150Z
2020-06-18T00:00:00.000Z,0,307,2021-01-20T04:28:09.150Z
2020-06-19T00:00:00.000Z,1,308,2021-01-20T04:28:09.150Z
2020-06-20T00:00:00.000Z,1,309,2021-01-20T04:28:09.150Z
2020-06-21T00:00:00.000Z,0,309,2021-01-20T04:28:09.150Z
2020-06-22T00:00:00.000Z,1,310,2021-01-20T04:28:09.150Z
2020-06-23T00:00:00.000Z,2,312,2021-01-20T04:28:09.150Z
2020-06-24T00:00:00.000Z,3,315,2021-01-20T04:28:09.150Z
2020-06-25T00:00:00.000Z,4,319,2021-01-20T04:28:09.150Z
2020-06-26T00:00:00.000Z,3,322,2021-01-20T04:28:09.150Z
2020-06-27T00:00:00.000Z,3,325,2021-01-20T04:28:09.150Z
2020-06-28T00:00:00.000Z,2,327,2021-01-20T04:28:09.150Z
2020-06-29T00:00:00.000Z,0,327,2021-01-20T04:28:09.150Z
2020-06-30T00:00:00.000Z,1,328,2021-01-20T04:28:09.150Z
2020-07-01T00:00:00.000Z,3,331,2021-01-20T04:28:09.150Z
2020-07-02T00:00:00.000Z,1,332,2021-01-20T04:28:09.150Z
2020-07-03T00:00:00.000Z,3,335,2021-01-20T04:28:09.150Z
2020-07-04T00:00:00.000Z,5,340,2021-01-20T04:28:09.150Z
2020-07-05T00:00:00.000Z,2,342,2021-01-20T04:28:09.150Z
2020-07-06T00:00:00.000Z,8,350,2021-01-20T04:28:09.150Z
2020-07-07T00:00:00.000Z,5,355,2021-01-20T04:28:09.150Z
2020-07-08T00:00:00.000Z,5,360,2021-01-20T04:28:09.150Z
2020-07-09T00:00:00.000Z,5,365,2021-01-20T04:28:09.150Z
2020-07-10T00:00:00.000Z,4,369,2021-01-20T04:28:09.150Z
2020-07-11T00:00:00.000Z,5,374,2021-01-20T04:28:09.150Z
2020-07-12T00:00:00.000Z,7,381,2021-01-20T04:28:09.150Z
2020-07-13T00:00:00.000Z,4,385,2021-01-20T04:28:09.150Z
2020-07-14T00:00:00.000Z,7,392,2021-01-20T04:28:09.150Z
2020-07-15T00:00:00.000Z,6,398,2021-01-20T04:28:09.150Z
2020-07-16T00:00:00.000Z,9,407,2021-01-20T04:28:09.150Z
2020-07-17T00:00:00.000Z,12,419,2021-01-20T04:28:09.150Z
2020-07-18T00:00:00.000Z,8,427,2021-01-20T04:28:09.150Z
2020-07-19T00:00:00.000Z,10,437,2021-01-20T04:28:09.150Z
2020-07-20T00:00:00.000Z,12,449,2021-01-20T04:28:09.150Z
2020-07-21T00:00:00.000Z,9,458,2021-01-20T04:28:09.150Z
2020-07-22T00:00:00.000Z,6,464,2021-01-20T04:28:09.150Z
2020-07-23T00:00:00.000Z,16,480,2021-01-20T04:28:09.150Z
2020-07-24T00:00:00.000Z,8,488,2021-01-20T04:28:09.150Z
2020-07-25T00:00:00.000Z,7,495,2021-01-20T04:28:09.150Z
2020-07-26T00:00:00.000Z,11,506,2021-01-20T04:28:09.150Z
2020-07-27T00:00:00.000Z,7,513,2021-01-20T04:28:09.150Z
2020-07-28T00:00:00.000Z,8,521,2021-01-20T04:28:09.150Z
2020-07-29T00:00:00.000Z,15,536,2021-01-20T04:28:09.150Z
2020-07-30T00:00:00.000Z,15,551,2021-01-20T04:28:09.150Z
2020-07-31T00:00:00.000Z,14,565,2021-01-20T04:28:09.150Z
2020-08-01T00:00:00.000Z,14,579,2021-01-20T04:28:09.150Z
2020-08-02T00:00:00.000Z,11,590,2021-01-20T04:28:09.150Z
2020-08-03T00:00:00.000Z,15,605,2021-01-20T04:28:09.150Z
2020-08-04T00:00:00.000Z,11,616,2021-01-20T04:28:09.150Z
2020-08-05T00:00:00.000Z,10,626,2021-01-20T04:28:09.150Z
2020-08-06T00:00:00.000Z,9,635,2021-01-20T04:28:09.150Z
2020-08-07T00:00:00.000Z,12,647,2021-01-20T04:28:09.150Z
2020-08-08T00:00:00.000Z,13,660,2021-01-20T04:28:09.150Z
2020-08-09T00:00:00.000Z,7,667,2021-01-20T04:28:09.150Z
2020-08-10T00:00:00.000Z,15,682,2021-01-20T04:28:09.150Z
2020-08-11T00:00:00.000Z,11,693,2021-01-20T04:28:09.150Z
2020-08-12T00:00:00.000Z,15,708,2021-01-20T04:28:09.150Z
2020-08-13T00:00:00.000Z,16,724,2021-01-20T04:28:09.150Z
2020-08-14T00:00:00.000Z,12,736,2021-01-20T04:28:09.150Z
2020-08-15T00:00:00.000Z,10,746,2021-01-20T04:28:09.150Z
2020-08-16T00:00:00.000Z,19,765,2021-01-20T04:28:09.150Z
2020-08-17T00:00:00.000Z,4,769,2021-01-20T04:28:09.150Z
2020-08-18T00:00:00.000Z,14,783,2021-01-20T04:28:09.150Z
2020-08-19T00:00:00.000Z,12,795,2021-01-20T04:28:09.150Z
2020-08-20T00:00:00.000Z,12,807,2021-01-20T04:28:09.150Z
2020-08-21T00:00:00.000Z,13,820,2021-01-20T04:28:09.150Z
2020-08-22T00:00:00.000Z,10,830,2021-01-20T04:28:09.150Z
2020-08-23T00:00:00.000Z,13,843,2021-01-20T04:28:09.150Z
2020-08-24T00:00:00.000Z,16,859,2021-01-20T04:28:09.150Z
2020-08-25T00:00:00.000Z,19,878,2021-01-20T04:28:09.150Z
2020-08-26T00:00:00.000Z,11,889,2021-01-20T04:28:09.150Z
2020-08-27T00:00:00.000Z,11,900,2021-01-20T04:28:09.150Z
2020-08-28T00:00:00.000Z,12,912,2021-01-20T04:28:09.150Z
2020-08-29T00:00:00.000Z,5,917,2021-01-20T04:28:09.150Z
2020-08-30T00:00:00.000Z,14,931,2021-01-20T04:28:09.150Z
2020-08-31T00:00:00.000Z,23,954,2021-01-20T04:28:09.150Z
2020-09-01T00:00:00.000Z,15,969,2021-01-20T04:28:09.150Z
2020-09-02T00:00:00.000Z,14,983,2021-01-20T04:28:09.150Z
2020-09-03T00:00:00.000Z,16,999,2021-01-20T04:28:09.150Z
2020-09-04T00:00:00.000Z,12,1011,2021-01-20T04:28:09.150Z
2020-09-05T00:00:00.000Z,15,1026,2021-01-20T04:28:09.150Z
2020-09-06T00:00:00.000Z,12,1038,2021-01-20T04:28:09.150Z
2020-09-07T00:00:00.000Z,17,1055,2021-01-20T04:28:09.150Z
2020-09-08T00:00:00.000Z,20,1075,2021-01-20T04:28:09.150Z
2020-09-09T00:00:00.000Z,15,1090,2021-01-20T04:28:09.150Z
2020-09-10T00:00:00.000Z,14,1104,2021-01-20T04:28:09.150Z
2020-09-11T00:00:00.000Z,20,1124,2021-01-20T04:28:09.150Z
2020-09-12T00:00:00.000Z,15,1139,2021-01-20T04:28:09.150Z
2020-09-13T00:00:00.000Z,17,1156,2021-01-20T04:28:09.150Z
2020-09-14T00:00:00.000Z,20,1176,2021-01-20T04:28:09.150Z
2020-09-15T00:00:00.000Z,16,1192,2021-01-20T04:28:09.150Z
2020-09-16T00:00:00.000Z,26,1218,2021-01-20T04:28:09.150Z
2020-09-17T00:00:00.000Z,17,1235,2021-01-20T04:28:09.150Z
2020-09-18T00:00:00.000Z,20,1255,2021-01-20T04:28:09.150Z
2020-09-19T00:00:00.000Z,27,1282,2021-01-20T04:28:09.150Z
2020-09-20T00:00:00.000Z,21,1303,2021-01-20T04:28:09.150Z
2020-09-21T00:00:00.000Z,32,1335,2021-01-20T04:28:09.150Z
2020-09-22T00:00:00.000Z,26,1361,2021-01-20T04:28:09.150Z
2020-09-23T00:00:00.000Z,25,1386,2021-01-20T04:28:09.150Z
2020-09-24T00:00:00.000Z,31,1417,2021-01-20T04:28:09.150Z
2020-09-25T00:00:00.000Z,30,1447,2021-01-20T04:28:09.150Z
2020-09-26T00:00:00.000Z,26,1473,2021-01-20T04:28:09.150Z
2020-09-27T00:00:00.000Z,32,1505,2021-01-20T04:28:09.150Z
2020-09-28T00:00:00.000Z,28,1533,2021-01-20T04:28:09.150Z
2020-09-29T00:00:00.000Z,35,1568,2021-01-20T04:28:09.150Z
2020-09-30T00:00:00.000Z,37,1605,2021-01-20T04:28:09.150Z
2020-10-01T00:00:00.000Z,46,1651,2021-01-20T04:28:09.150Z
2020-10-02T00:00:00.000Z,25,1676,2021-01-20T04:28:09.150Z
2020-10-03T00:00:00.000Z,37,1713,2021-01-20T04:28:09.150Z
2020-10-04T00:00:00.000Z,37,1750,2021-01-20T04:28:09.150Z
2020-10-05T00:00:00.000Z,27,1777,2021-01-20T04:28:09.150Z
2020-10-06T00:00:00.000Z,45,1822,2021-01-20T04:28:09.150Z
2020-10-07T00:00:00.000Z,26,1848,2021-01-20T04:28:09.150Z
2020-10-08T00:00:00.000Z,47,1895,2021-01-20T04:28:09.150Z
2020-10-09T00:00:00.000Z,40,1935,2021-01-20T04:28:09.150Z
2020-10-10T00:00:00.000Z,35,1970,2021-01-20T04:28:09.150Z
2020-10-11T00:00:00.000Z,46,2016,2021-01-20T04:28:09.150Z
2020-10-12T00:00:00.000Z,30,2046,2021-01-20T04:28:09.150Z
2020-10-13T00:00:00.000Z,38,2084,2021-01-20T04:28:09.150Z
2020-10-14T00:00:00.000Z,35,2119,2021-01-20T04:28:09.150Z
2020-10-15T00:00:00.000Z,31,2150,2021-01-20T04:28:09.150Z
2020-10-16T00:00:00.000Z,36,2186,2021-01-20T04:28:09.150Z
2020-10-17T00:00:00.000Z,32,2218,2021-01-20T04:28:09.150Z
2020-10-18T00:00:00.000Z,33,2251,2021-01-20T04:28:09.150Z
2020-10-19T00:00:00.000Z,31,2282,2021-01-20T04:28:09.150Z
2020-10-20T00:00:00.000Z,20,2302,2021-01-20T04:28:09.150Z
2020-10-21T00:00:00.000Z,25,2327,2021-01-20T04:28:09.150Z
