section,male,female,lastUpdate,date
0,0,4,2021-03-16T16:22:05.063Z,2021-03-16T16:22:05.063Z
10,1,1,2021-03-16T16:22:05.063Z,2021-03-16T16:22:05.063Z
20,10,9,2021-03-16T16:22:05.063Z,2021-03-16T16:22:05.063Z
30,16,31,2021-03-16T16:22:05.063Z,2021-03-16T16:22:05.063Z
40,49,29,2021-03-16T16:22:05.063Z,2021-03-16T16:22:05.063Z
50,64,43,2021-03-16T16:22:05.063Z,2021-03-16T16:22:05.063Z
60,69,65,2021-03-16T16:22:05.063Z,2021-03-16T16:22:05.063Z
70,60,42,2021-03-16T16:22:05.063Z,2021-03-16T16:22:05.063Z
80,24,38,2021-03-16T16:22:05.063Z,2021-03-16T16:22:05.063Z
90,9,3,2021-03-16T16:22:05.063Z,2021-03-16T16:22:05.063Z
