total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2917,1497,244,193,585,350,2021-02-15T19:24:52.900Z
100,51,16,13,39,23,2021-02-15T19:24:52.900Z
