section,male,female,lastUpdate,date
0,49963,47055,2021-02-15T19:24:52.900Z,2021-02-15T19:24:52.900Z
10,81608,71977,2021-02-15T19:24:52.900Z,2021-02-15T19:24:52.900Z
20,68301,69576,2021-02-15T19:24:52.900Z,2021-02-15T19:24:52.900Z
30,49056,51753,2021-02-15T19:24:52.900Z,2021-02-15T19:24:52.900Z
40,41660,45934,2021-02-15T19:24:52.900Z,2021-02-15T19:24:52.900Z
50,31614,33708,2021-02-15T19:24:52.900Z,2021-02-15T19:24:52.900Z
60,21909,21002,2021-02-15T19:24:52.900Z,2021-02-15T19:24:52.900Z
70,10838,10700,2021-02-15T19:24:52.900Z,2021-02-15T19:24:52.900Z
80,4809,6510,2021-02-15T19:24:52.900Z,2021-02-15T19:24:52.900Z
90,1274,2696,2021-02-15T19:24:52.900Z,2021-02-15T19:24:52.900Z
