age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,189513,51206,1505185,12.6,3.4,2021-02-15T19:24:52.900Z
20-29,563657,206413,1277634,44.1,16.2,2021-02-15T19:24:52.900Z
30-39,619245,253906,1186386,52.2,21.4,2021-02-15T19:24:52.900Z
40-49,710439,449632,1080768,65.7,41.6,2021-02-15T19:24:52.900Z
50-59,622046,482591,832687,74.7,58.0,2021-02-15T19:24:52.900Z
60-69,592268,529356,735380,80.5,72.0,2021-02-15T19:24:52.900Z
70-79,445263,412885,462148,96.3,89.3,2021-02-15T19:24:52.900Z
80-89,198860,182530,222547,89.4,82.0,2021-02-15T19:24:52.900Z
90+,46838,41976,50589,92.6,83.0,2021-02-15T19:24:52.900Z
