section,male,female,lastUpdate,date
0,0,1,2021-02-24T06:34:53.743Z,2021-02-24T06:34:53.743Z
10,0,3,2021-02-24T06:34:53.743Z,2021-02-24T06:34:53.743Z
20,3,4,2021-02-24T06:34:53.743Z,2021-02-24T06:34:53.743Z
30,13,9,2021-02-24T06:34:53.743Z,2021-02-24T06:34:53.743Z
40,23,11,2021-02-24T06:34:53.743Z,2021-02-24T06:34:53.743Z
50,36,17,2021-02-24T06:34:53.743Z,2021-02-24T06:34:53.743Z
60,34,22,2021-02-24T06:34:53.743Z,2021-02-24T06:34:53.743Z
70,34,17,2021-02-24T06:34:53.743Z,2021-02-24T06:34:53.743Z
80,8,12,2021-02-24T06:34:53.743Z,2021-02-24T06:34:53.743Z
90,2,2,2021-02-24T06:34:53.743Z,2021-02-24T06:34:53.743Z
