section,male,female,lastUpdate,date
0,3,2,2021-02-24T06:34:53.743Z,2021-02-24T06:34:53.743Z
10,3,1,2021-02-24T06:34:53.743Z,2021-02-24T06:34:53.743Z
20,13,12,2021-02-24T06:34:53.743Z,2021-02-24T06:34:53.743Z
30,21,17,2021-02-24T06:34:53.743Z,2021-02-24T06:34:53.743Z
40,45,36,2021-02-24T06:34:53.743Z,2021-02-24T06:34:53.743Z
50,200,88,2021-02-24T06:34:53.743Z,2021-02-24T06:34:53.743Z
60,543,240,2021-02-24T06:34:53.743Z,2021-02-24T06:34:53.743Z
70,922,486,2021-02-24T06:34:53.743Z,2021-02-24T06:34:53.743Z
80,1014,878,2021-02-24T06:34:53.743Z,2021-02-24T06:34:53.743Z
90,478,645,2021-02-24T06:34:53.743Z,2021-02-24T06:34:53.743Z
