total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3440,1266,250,174,488,307,2021-02-24T06:34:53.743Z
100,37,20,14,39,24,2021-02-24T06:34:53.743Z
