section,male,female,lastUpdate,date
0,0,0,2020-11-17T08:05:27.320Z,2020-11-17T08:05:27.320Z
10,2,0,2020-11-17T08:05:27.320Z,2020-11-17T08:05:27.320Z
20,0,2,2020-11-17T08:05:27.320Z,2020-11-17T08:05:27.320Z
30,0,0,2020-11-17T08:05:27.320Z,2020-11-17T08:05:27.320Z
40,7,1,2020-11-17T08:05:27.320Z,2020-11-17T08:05:27.320Z
50,12,6,2020-11-17T08:05:27.320Z,2020-11-17T08:05:27.320Z
60,24,8,2020-11-17T08:05:27.320Z,2020-11-17T08:05:27.320Z
70,26,19,2020-11-17T08:05:27.320Z,2020-11-17T08:05:27.320Z
80,5,8,2020-11-17T08:05:27.320Z,2020-11-17T08:05:27.320Z
90,2,2,2020-11-17T08:05:27.320Z,2020-11-17T08:05:27.320Z
