date,amount,total,lastUpdate
2020-04-24T00:00:00.000Z,3,200,2021-03-10T15:14:03.370Z
2020-04-25T00:00:00.000Z,3,203,2021-03-10T15:14:03.370Z
2020-04-26T00:00:00.000Z,2,205,2021-03-10T15:14:03.370Z
2020-04-27T00:00:00.000Z,4,209,2021-03-10T15:14:03.370Z
2020-04-28T00:00:00.000Z,5,214,2021-03-10T15:14:03.370Z
2020-04-29T00:00:00.000Z,6,220,2021-03-10T15:14:03.370Z
2020-04-30T00:00:00.000Z,6,226,2021-03-10T15:14:03.370Z
2020-05-01T00:00:00.000Z,4,230,2021-03-10T15:14:03.370Z
2020-05-02T00:00:00.000Z,3,233,2021-03-10T15:14:03.370Z
2020-05-03T00:00:00.000Z,3,236,2021-03-10T15:14:03.370Z
2020-05-04T00:00:00.000Z,3,239,2021-03-10T15:14:03.370Z
2020-05-05T00:00:00.000Z,2,241,2021-03-10T15:14:03.370Z
2020-05-06T00:00:00.000Z,1,242,2021-03-10T15:14:03.370Z
2020-05-07T00:00:00.000Z,1,243,2021-03-10T15:14:03.370Z
2020-05-08T00:00:00.000Z,6,249,2021-03-10T15:14:03.370Z
2020-05-09T00:00:00.000Z,3,252,2021-03-10T15:14:03.370Z
2020-05-10T00:00:00.000Z,4,256,2021-03-10T15:14:03.370Z
2020-05-11T00:00:00.000Z,5,261,2021-03-10T15:14:03.370Z
2020-05-12T00:00:00.000Z,3,264,2021-03-10T15:14:03.370Z
2020-05-13T00:00:00.000Z,3,267,2021-03-10T15:14:03.370Z
2020-05-14T00:00:00.000Z,2,269,2021-03-10T15:14:03.370Z
2020-05-15T00:00:00.000Z,0,269,2021-03-10T15:14:03.370Z
2020-05-16T00:00:00.000Z,3,272,2021-03-10T15:14:03.370Z
2020-05-17T00:00:00.000Z,4,276,2021-03-10T15:14:03.370Z
2020-05-18T00:00:00.000Z,3,279,2021-03-10T15:14:03.370Z
2020-05-19T00:00:00.000Z,2,281,2021-03-10T15:14:03.370Z
2020-05-20T00:00:00.000Z,1,282,2021-03-10T15:14:03.370Z
2020-05-21T00:00:00.000Z,0,282,2021-03-10T15:14:03.370Z
2020-05-22T00:00:00.000Z,0,282,2021-03-10T15:14:03.370Z
2020-05-23T00:00:00.000Z,0,282,2021-03-10T15:14:03.370Z
2020-05-24T00:00:00.000Z,1,283,2021-03-10T15:14:03.370Z
2020-05-25T00:00:00.000Z,2,285,2021-03-10T15:14:03.370Z
2020-05-26T00:00:00.000Z,0,285,2021-03-10T15:14:03.370Z
2020-05-27T00:00:00.000Z,2,287,2021-03-10T15:14:03.370Z
2020-05-28T00:00:00.000Z,1,288,2021-03-10T15:14:03.370Z
2020-05-29T00:00:00.000Z,0,288,2021-03-10T15:14:03.370Z
2020-05-30T00:00:00.000Z,0,288,2021-03-10T15:14:03.370Z
2020-05-31T00:00:00.000Z,0,288,2021-03-10T15:14:03.370Z
2020-06-01T00:00:00.000Z,3,291,2021-03-10T15:14:03.370Z
2020-06-02T00:00:00.000Z,2,293,2021-03-10T15:14:03.370Z
2020-06-03T00:00:00.000Z,1,294,2021-03-10T15:14:03.370Z
2020-06-04T00:00:00.000Z,0,294,2021-03-10T15:14:03.370Z
2020-06-05T00:00:00.000Z,1,295,2021-03-10T15:14:03.370Z
2020-06-06T00:00:00.000Z,4,299,2021-03-10T15:14:03.370Z
2020-06-07T00:00:00.000Z,2,301,2021-03-10T15:14:03.370Z
2020-06-08T00:00:00.000Z,0,301,2021-03-10T15:14:03.370Z
2020-06-09T00:00:00.000Z,1,302,2021-03-10T15:14:03.370Z
2020-06-10T00:00:00.000Z,1,303,2021-03-10T15:14:03.370Z
2020-06-11T00:00:00.000Z,0,303,2021-03-10T15:14:03.370Z
2020-06-12T00:00:00.000Z,0,303,2021-03-10T15:14:03.370Z
2020-06-13T00:00:00.000Z,1,304,2021-03-10T15:14:03.370Z
2020-06-14T00:00:00.000Z,2,306,2021-03-10T15:14:03.370Z
2020-06-15T00:00:00.000Z,0,306,2021-03-10T15:14:03.370Z
2020-06-16T00:00:00.000Z,1,307,2021-03-10T15:14:03.370Z
2020-06-17T00:00:00.000Z,0,307,2021-03-10T15:14:03.370Z
2020-06-18T00:00:00.000Z,0,307,2021-03-10T15:14:03.370Z
2020-06-19T00:00:00.000Z,1,308,2021-03-10T15:14:03.370Z
2020-06-20T00:00:00.000Z,1,309,2021-03-10T15:14:03.370Z
2020-06-21T00:00:00.000Z,0,309,2021-03-10T15:14:03.370Z
2020-06-22T00:00:00.000Z,1,310,2021-03-10T15:14:03.370Z
2020-06-23T00:00:00.000Z,2,312,2021-03-10T15:14:03.370Z
2020-06-24T00:00:00.000Z,3,315,2021-03-10T15:14:03.370Z
2020-06-25T00:00:00.000Z,4,319,2021-03-10T15:14:03.370Z
2020-06-26T00:00:00.000Z,3,322,2021-03-10T15:14:03.370Z
2020-06-27T00:00:00.000Z,3,325,2021-03-10T15:14:03.370Z
2020-06-28T00:00:00.000Z,2,327,2021-03-10T15:14:03.370Z
2020-06-29T00:00:00.000Z,0,327,2021-03-10T15:14:03.370Z
2020-06-30T00:00:00.000Z,1,328,2021-03-10T15:14:03.370Z
2020-07-01T00:00:00.000Z,3,331,2021-03-10T15:14:03.370Z
2020-07-02T00:00:00.000Z,1,332,2021-03-10T15:14:03.370Z
2020-07-03T00:00:00.000Z,3,335,2021-03-10T15:14:03.370Z
2020-07-04T00:00:00.000Z,5,340,2021-03-10T15:14:03.370Z
2020-07-05T00:00:00.000Z,2,342,2021-03-10T15:14:03.370Z
2020-07-06T00:00:00.000Z,8,350,2021-03-10T15:14:03.370Z
2020-07-07T00:00:00.000Z,5,355,2021-03-10T15:14:03.370Z
2020-07-08T00:00:00.000Z,5,360,2021-03-10T15:14:03.370Z
2020-07-09T00:00:00.000Z,5,365,2021-03-10T15:14:03.370Z
2020-07-10T00:00:00.000Z,4,369,2021-03-10T15:14:03.370Z
2020-07-11T00:00:00.000Z,5,374,2021-03-10T15:14:03.370Z
2020-07-12T00:00:00.000Z,7,381,2021-03-10T15:14:03.370Z
2020-07-13T00:00:00.000Z,4,385,2021-03-10T15:14:03.370Z
2020-07-14T00:00:00.000Z,7,392,2021-03-10T15:14:03.370Z
2020-07-15T00:00:00.000Z,6,398,2021-03-10T15:14:03.370Z
2020-07-16T00:00:00.000Z,9,407,2021-03-10T15:14:03.370Z
2020-07-17T00:00:00.000Z,12,419,2021-03-10T15:14:03.370Z
2020-07-18T00:00:00.000Z,8,427,2021-03-10T15:14:03.370Z
2020-07-19T00:00:00.000Z,10,437,2021-03-10T15:14:03.370Z
2020-07-20T00:00:00.000Z,12,449,2021-03-10T15:14:03.370Z
2020-07-21T00:00:00.000Z,9,458,2021-03-10T15:14:03.370Z
2020-07-22T00:00:00.000Z,6,464,2021-03-10T15:14:03.370Z
2020-07-23T00:00:00.000Z,16,480,2021-03-10T15:14:03.370Z
2020-07-24T00:00:00.000Z,8,488,2021-03-10T15:14:03.370Z
2020-07-25T00:00:00.000Z,7,495,2021-03-10T15:14:03.370Z
2020-07-26T00:00:00.000Z,11,506,2021-03-10T15:14:03.370Z
2020-07-27T00:00:00.000Z,7,513,2021-03-10T15:14:03.370Z
2020-07-28T00:00:00.000Z,8,521,2021-03-10T15:14:03.370Z
2020-07-29T00:00:00.000Z,15,536,2021-03-10T15:14:03.370Z
2020-07-30T00:00:00.000Z,15,551,2021-03-10T15:14:03.370Z
2020-07-31T00:00:00.000Z,14,565,2021-03-10T15:14:03.370Z
2020-08-01T00:00:00.000Z,14,579,2021-03-10T15:14:03.370Z
2020-08-02T00:00:00.000Z,11,590,2021-03-10T15:14:03.370Z
2020-08-03T00:00:00.000Z,15,605,2021-03-10T15:14:03.370Z
2020-08-04T00:00:00.000Z,11,616,2021-03-10T15:14:03.370Z
2020-08-05T00:00:00.000Z,10,626,2021-03-10T15:14:03.370Z
2020-08-06T00:00:00.000Z,9,635,2021-03-10T15:14:03.370Z
2020-08-07T00:00:00.000Z,12,647,2021-03-10T15:14:03.370Z
2020-08-08T00:00:00.000Z,13,660,2021-03-10T15:14:03.370Z
2020-08-09T00:00:00.000Z,8,668,2021-03-10T15:14:03.370Z
2020-08-10T00:00:00.000Z,15,683,2021-03-10T15:14:03.370Z
2020-08-11T00:00:00.000Z,11,694,2021-03-10T15:14:03.370Z
2020-08-12T00:00:00.000Z,15,709,2021-03-10T15:14:03.370Z
2020-08-13T00:00:00.000Z,16,725,2021-03-10T15:14:03.370Z
2020-08-14T00:00:00.000Z,12,737,2021-03-10T15:14:03.370Z
2020-08-15T00:00:00.000Z,10,747,2021-03-10T15:14:03.370Z
2020-08-16T00:00:00.000Z,19,766,2021-03-10T15:14:03.370Z
2020-08-17T00:00:00.000Z,4,770,2021-03-10T15:14:03.370Z
2020-08-18T00:00:00.000Z,14,784,2021-03-10T15:14:03.370Z
2020-08-19T00:00:00.000Z,12,796,2021-03-10T15:14:03.370Z
2020-08-20T00:00:00.000Z,12,808,2021-03-10T15:14:03.370Z
2020-08-21T00:00:00.000Z,13,821,2021-03-10T15:14:03.370Z
2020-08-22T00:00:00.000Z,10,831,2021-03-10T15:14:03.370Z
2020-08-23T00:00:00.000Z,13,844,2021-03-10T15:14:03.370Z
2020-08-24T00:00:00.000Z,16,860,2021-03-10T15:14:03.370Z
2020-08-25T00:00:00.000Z,19,879,2021-03-10T15:14:03.370Z
2020-08-26T00:00:00.000Z,11,890,2021-03-10T15:14:03.370Z
2020-08-27T00:00:00.000Z,11,901,2021-03-10T15:14:03.370Z
2020-08-28T00:00:00.000Z,12,913,2021-03-10T15:14:03.370Z
2020-08-29T00:00:00.000Z,5,918,2021-03-10T15:14:03.370Z
2020-08-30T00:00:00.000Z,14,932,2021-03-10T15:14:03.370Z
2020-08-31T00:00:00.000Z,23,955,2021-03-10T15:14:03.370Z
2020-09-01T00:00:00.000Z,15,970,2021-03-10T15:14:03.370Z
2020-09-02T00:00:00.000Z,14,984,2021-03-10T15:14:03.370Z
2020-09-03T00:00:00.000Z,16,1000,2021-03-10T15:14:03.370Z
2020-09-04T00:00:00.000Z,12,1012,2021-03-10T15:14:03.370Z
2020-09-05T00:00:00.000Z,15,1027,2021-03-10T15:14:03.370Z
2020-09-06T00:00:00.000Z,12,1039,2021-03-10T15:14:03.370Z
2020-09-07T00:00:00.000Z,17,1056,2021-03-10T15:14:03.370Z
2020-09-08T00:00:00.000Z,20,1076,2021-03-10T15:14:03.370Z
2020-09-09T00:00:00.000Z,15,1091,2021-03-10T15:14:03.370Z
2020-09-10T00:00:00.000Z,14,1105,2021-03-10T15:14:03.370Z
2020-09-11T00:00:00.000Z,20,1125,2021-03-10T15:14:03.370Z
2020-09-12T00:00:00.000Z,15,1140,2021-03-10T15:14:03.370Z
2020-09-13T00:00:00.000Z,17,1157,2021-03-10T15:14:03.370Z
2020-09-14T00:00:00.000Z,20,1177,2021-03-10T15:14:03.370Z
2020-09-15T00:00:00.000Z,16,1193,2021-03-10T15:14:03.370Z
2020-09-16T00:00:00.000Z,26,1219,2021-03-10T15:14:03.370Z
2020-09-17T00:00:00.000Z,17,1236,2021-03-10T15:14:03.370Z
2020-09-18T00:00:00.000Z,21,1257,2021-03-10T15:14:03.370Z
2020-09-19T00:00:00.000Z,28,1285,2021-03-10T15:14:03.370Z
2020-09-20T00:00:00.000Z,21,1306,2021-03-10T15:14:03.370Z
2020-09-21T00:00:00.000Z,32,1338,2021-03-10T15:14:03.370Z
2020-09-22T00:00:00.000Z,26,1364,2021-03-10T15:14:03.370Z
2020-09-23T00:00:00.000Z,25,1389,2021-03-10T15:14:03.370Z
2020-09-24T00:00:00.000Z,31,1420,2021-03-10T15:14:03.370Z
2020-09-25T00:00:00.000Z,30,1450,2021-03-10T15:14:03.370Z
2020-09-26T00:00:00.000Z,26,1476,2021-03-10T15:14:03.370Z
2020-09-27T00:00:00.000Z,32,1508,2021-03-10T15:14:03.370Z
2020-09-28T00:00:00.000Z,28,1536,2021-03-10T15:14:03.370Z
2020-09-29T00:00:00.000Z,35,1571,2021-03-10T15:14:03.370Z
2020-09-30T00:00:00.000Z,37,1608,2021-03-10T15:14:03.370Z
2020-10-01T00:00:00.000Z,46,1654,2021-03-10T15:14:03.370Z
2020-10-02T00:00:00.000Z,25,1679,2021-03-10T15:14:03.370Z
2020-10-03T00:00:00.000Z,38,1717,2021-03-10T15:14:03.370Z
2020-10-04T00:00:00.000Z,37,1754,2021-03-10T15:14:03.370Z
2020-10-05T00:00:00.000Z,27,1781,2021-03-10T15:14:03.370Z
2020-10-06T00:00:00.000Z,45,1826,2021-03-10T15:14:03.370Z
2020-10-07T00:00:00.000Z,26,1852,2021-03-10T15:14:03.370Z
2020-10-08T00:00:00.000Z,47,1899,2021-03-10T15:14:03.370Z
2020-10-09T00:00:00.000Z,40,1939,2021-03-10T15:14:03.370Z
2020-10-10T00:00:00.000Z,35,1974,2021-03-10T15:14:03.370Z
2020-10-11T00:00:00.000Z,46,2020,2021-03-10T15:14:03.370Z
2020-10-12T00:00:00.000Z,30,2050,2021-03-10T15:14:03.370Z
2020-10-13T00:00:00.000Z,38,2088,2021-03-10T15:14:03.370Z
2020-10-14T00:00:00.000Z,35,2123,2021-03-10T15:14:03.370Z
2020-10-15T00:00:00.000Z,30,2153,2021-03-10T15:14:03.370Z
2020-10-16T00:00:00.000Z,36,2189,2021-03-10T15:14:03.370Z
2020-10-17T00:00:00.000Z,32,2221,2021-03-10T15:14:03.370Z
2020-10-18T00:00:00.000Z,33,2254,2021-03-10T15:14:03.370Z
2020-10-19T00:00:00.000Z,32,2286,2021-03-10T15:14:03.370Z
2020-10-20T00:00:00.000Z,20,2306,2021-03-10T15:14:03.370Z
2020-10-21T00:00:00.000Z,25,2331,2021-03-10T15:14:03.370Z
2020-10-22T00:00:00.000Z,29,2360,2021-03-10T15:14:03.370Z
2020-10-23T00:00:00.000Z,26,2386,2021-03-10T15:14:03.370Z
2020-10-24T00:00:00.000Z,27,2413,2021-03-10T15:14:03.370Z
2020-10-25T00:00:00.000Z,35,2448,2021-03-10T15:14:03.370Z
2020-10-26T00:00:00.000Z,28,2476,2021-03-10T15:14:03.370Z
2020-10-27T00:00:00.000Z,28,2504,2021-03-10T15:14:03.370Z
2020-10-28T00:00:00.000Z,10,2514,2021-03-10T15:14:03.370Z
2020-10-29T00:00:00.000Z,19,2533,2021-03-10T15:14:03.370Z
2020-10-30T00:00:00.000Z,12,2545,2021-03-10T15:14:03.370Z
2020-10-31T00:00:00.000Z,25,2570,2021-03-10T15:14:03.370Z
2020-11-01T00:00:00.000Z,19,2589,2021-03-10T15:14:03.370Z
2020-11-02T00:00:00.000Z,15,2604,2021-03-10T15:14:03.370Z
2020-11-03T00:00:00.000Z,26,2630,2021-03-10T15:14:03.370Z
2020-11-04T00:00:00.000Z,16,2646,2021-03-10T15:14:03.370Z
2020-11-05T00:00:00.000Z,14,2660,2021-03-10T15:14:03.370Z
2020-11-06T00:00:00.000Z,16,2676,2021-03-10T15:14:03.370Z
2020-11-07T00:00:00.000Z,8,2684,2021-03-10T15:14:03.370Z
2020-11-08T00:00:00.000Z,7,2691,2021-03-10T15:14:03.370Z
2020-11-09T00:00:00.000Z,6,2697,2021-03-10T15:14:03.370Z
2020-11-10T00:00:00.000Z,10,2707,2021-03-10T15:14:03.370Z
2020-11-11T00:00:00.000Z,7,2714,2021-03-10T15:14:03.370Z
2020-11-12T00:00:00.000Z,12,2726,2021-03-10T15:14:03.370Z
2020-11-13T00:00:00.000Z,5,2731,2021-03-10T15:14:03.370Z
2020-11-14T00:00:00.000Z,12,2743,2021-03-10T15:14:03.370Z
2020-11-15T00:00:00.000Z,9,2752,2021-03-10T15:14:03.370Z
2020-11-16T00:00:00.000Z,8,2760,2021-03-10T15:14:03.370Z
2020-11-17T00:00:00.000Z,12,2772,2021-03-10T15:14:03.370Z
2020-11-18T00:00:00.000Z,7,2779,2021-03-10T15:14:03.370Z
2020-11-19T00:00:00.000Z,8,2787,2021-03-10T15:14:03.370Z
2020-11-20T00:00:00.000Z,6,2793,2021-03-10T15:14:03.370Z
2020-11-21T00:00:00.000Z,12,2805,2021-03-10T15:14:03.370Z
2020-11-22T00:00:00.000Z,16,2821,2021-03-10T15:14:03.370Z
2020-11-23T00:00:00.000Z,7,2828,2021-03-10T15:14:03.370Z
2020-11-24T00:00:00.000Z,6,2834,2021-03-10T15:14:03.370Z
2020-11-25T00:00:00.000Z,5,2839,2021-03-10T15:14:03.370Z
2020-11-26T00:00:00.000Z,9,2848,2021-03-10T15:14:03.370Z
2020-11-27T00:00:00.000Z,7,2855,2021-03-10T15:14:03.370Z
2020-11-28T00:00:00.000Z,9,2864,2021-03-10T15:14:03.370Z
2020-11-29T00:00:00.000Z,10,2874,2021-03-10T15:14:03.370Z
2020-11-30T00:00:00.000Z,7,2881,2021-03-10T15:14:03.370Z
2020-12-01T00:00:00.000Z,10,2891,2021-03-10T15:14:03.370Z
2020-12-02T00:00:00.000Z,5,2896,2021-03-10T15:14:03.370Z
2020-12-03T00:00:00.000Z,10,2906,2021-03-10T15:14:03.370Z
2020-12-04T00:00:00.000Z,10,2916,2021-03-10T15:14:03.370Z
2020-12-05T00:00:00.000Z,10,2926,2021-03-10T15:14:03.370Z
2020-12-06T00:00:00.000Z,8,2934,2021-03-10T15:14:03.370Z
2020-12-07T00:00:00.000Z,7,2941,2021-03-10T15:14:03.370Z
2020-12-08T00:00:00.000Z,12,2953,2021-03-10T15:14:03.370Z
2020-12-09T00:00:00.000Z,14,2967,2021-03-10T15:14:03.370Z
2020-12-10T00:00:00.000Z,13,2980,2021-03-10T15:14:03.370Z
2020-12-11T00:00:00.000Z,12,2992,2021-03-10T15:14:03.370Z
2020-12-12T00:00:00.000Z,16,3008,2021-03-10T15:14:03.370Z
2020-12-13T00:00:00.000Z,9,3017,2021-03-10T15:14:03.370Z
2020-12-14T00:00:00.000Z,11,3028,2021-03-10T15:14:03.370Z
2020-12-15T00:00:00.000Z,12,3040,2021-03-10T15:14:03.370Z
2020-12-16T00:00:00.000Z,14,3054,2021-03-10T15:14:03.370Z
2020-12-17T00:00:00.000Z,17,3071,2021-03-10T15:14:03.370Z
2020-12-18T00:00:00.000Z,16,3087,2021-03-10T15:14:03.370Z
2020-12-19T00:00:00.000Z,19,3106,2021-03-10T15:14:03.370Z
2020-12-20T00:00:00.000Z,19,3125,2021-03-10T15:14:03.370Z
2020-12-21T00:00:00.000Z,16,3141,2021-03-10T15:14:03.370Z
2020-12-22T00:00:00.000Z,13,3154,2021-03-10T15:14:03.370Z
2020-12-23T00:00:00.000Z,25,3179,2021-03-10T15:14:03.370Z
2020-12-24T00:00:00.000Z,15,3194,2021-03-10T15:14:03.370Z
2020-12-25T00:00:00.000Z,20,3214,2021-03-10T15:14:03.370Z
2020-12-26T00:00:00.000Z,23,3237,2021-03-10T15:14:03.370Z
2020-12-27T00:00:00.000Z,21,3258,2021-03-10T15:14:03.370Z
2020-12-28T00:00:00.000Z,33,3291,2021-03-10T15:14:03.370Z
2020-12-29T00:00:00.000Z,26,3317,2021-03-10T15:14:03.370Z
2020-12-30T00:00:00.000Z,16,3333,2021-03-10T15:14:03.370Z
2020-12-31T00:00:00.000Z,36,3369,2021-03-10T15:14:03.370Z
2021-01-01T00:00:00.000Z,35,3404,2021-03-10T15:14:03.370Z
2021-01-02T00:00:00.000Z,27,3431,2021-03-10T15:14:03.370Z
2021-01-03T00:00:00.000Z,26,3457,2021-03-10T15:14:03.370Z
2021-01-04T00:00:00.000Z,37,3494,2021-03-10T15:14:03.370Z
2021-01-05T00:00:00.000Z,24,3518,2021-03-10T15:14:03.370Z
2021-01-06T00:00:00.000Z,44,3562,2021-03-10T15:14:03.370Z
2021-01-07T00:00:00.000Z,48,3610,2021-03-10T15:14:03.370Z
2021-01-08T00:00:00.000Z,46,3656,2021-03-10T15:14:03.370Z
2021-01-09T00:00:00.000Z,21,3677,2021-03-10T15:14:03.370Z
2021-01-10T00:00:00.000Z,44,3721,2021-03-10T15:14:03.370Z
2021-01-11T00:00:00.000Z,29,3750,2021-03-10T15:14:03.370Z
2021-01-12T00:00:00.000Z,56,3806,2021-03-10T15:14:03.370Z
2021-01-13T00:00:00.000Z,57,3863,2021-03-10T15:14:03.370Z
2021-01-14T00:00:00.000Z,59,3922,2021-03-10T15:14:03.370Z
2021-01-15T00:00:00.000Z,52,3974,2021-03-10T15:14:03.370Z
2021-01-16T00:00:00.000Z,48,4022,2021-03-10T15:14:03.370Z
2021-01-17T00:00:00.000Z,58,4080,2021-03-10T15:14:03.370Z
2021-01-18T00:00:00.000Z,47,4127,2021-03-10T15:14:03.370Z
2021-01-19T00:00:00.000Z,44,4171,2021-03-10T15:14:03.370Z
2021-01-20T00:00:00.000Z,54,4225,2021-03-10T15:14:03.370Z
2021-01-21T00:00:00.000Z,49,4274,2021-03-10T15:14:03.370Z
2021-01-22T00:00:00.000Z,66,4340,2021-03-10T15:14:03.370Z
2021-01-23T00:00:00.000Z,52,4392,2021-03-10T15:14:03.370Z
2021-01-24T00:00:00.000Z,79,4471,2021-03-10T15:14:03.370Z
2021-01-25T00:00:00.000Z,61,4532,2021-03-10T15:14:03.370Z
2021-01-26T00:00:00.000Z,53,4585,2021-03-10T15:14:03.370Z
2021-01-27T00:00:00.000Z,62,4647,2021-03-10T15:14:03.370Z
2021-01-28T00:00:00.000Z,49,4696,2021-03-10T15:14:03.370Z
2021-01-29T00:00:00.000Z,44,4740,2021-03-10T15:14:03.370Z
2021-01-30T00:00:00.000Z,38,4778,2021-03-10T15:14:03.370Z
2021-01-31T00:00:00.000Z,51,4829,2021-03-10T15:14:03.370Z
2021-02-01T00:00:00.000Z,47,4876,2021-03-10T15:14:03.370Z
2021-02-02T00:00:00.000Z,61,4937,2021-03-10T15:14:03.370Z
2021-02-03T00:00:00.000Z,57,4994,2021-03-10T15:14:03.370Z
2021-02-04T00:00:00.000Z,49,5043,2021-03-10T15:14:03.370Z
2021-02-05T00:00:00.000Z,33,5076,2021-03-10T15:14:03.370Z
2021-02-06T00:00:00.000Z,53,5129,2021-03-10T15:14:03.370Z
2021-02-07T00:00:00.000Z,44,5173,2021-03-10T15:14:03.370Z
2021-02-08T00:00:00.000Z,30,5203,2021-03-10T15:14:03.370Z
2021-02-09T00:00:00.000Z,42,5245,2021-03-10T15:14:03.370Z
2021-02-10T00:00:00.000Z,33,5278,2021-03-10T15:14:03.370Z
2021-02-11T00:00:00.000Z,31,5309,2021-03-10T15:14:03.370Z
2021-02-12T00:00:00.000Z,40,5349,2021-03-10T15:14:03.370Z
2021-02-13T00:00:00.000Z,29,5378,2021-03-10T15:14:03.370Z
2021-02-14T00:00:00.000Z,37,5415,2021-03-10T15:14:03.370Z
2021-02-15T00:00:00.000Z,16,5431,2021-03-10T15:14:03.370Z
2021-02-16T00:00:00.000Z,43,5474,2021-03-10T15:14:03.370Z
2021-02-17T00:00:00.000Z,27,5501,2021-03-10T15:14:03.370Z
2021-02-18T00:00:00.000Z,34,5535,2021-03-10T15:14:03.370Z
2021-02-19T00:00:00.000Z,22,5557,2021-03-10T15:14:03.370Z
2021-02-20T00:00:00.000Z,25,5582,2021-03-10T15:14:03.370Z
2021-02-21T00:00:00.000Z,24,5606,2021-03-10T15:14:03.370Z
2021-02-22T00:00:00.000Z,16,5622,2021-03-10T15:14:03.370Z
2021-02-23T00:00:00.000Z,34,5656,2021-03-10T15:14:03.370Z
2021-02-24T00:00:00.000Z,27,5683,2021-03-10T15:14:03.370Z
2021-02-25T00:00:00.000Z,24,5707,2021-03-10T15:14:03.370Z
2021-02-26T00:00:00.000Z,22,5729,2021-03-10T15:14:03.370Z
2021-02-27T00:00:00.000Z,27,5756,2021-03-10T15:14:03.370Z
