total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3263,1046,215,173,391,251,2021-03-10T15:14:03.370Z
100,32,21,17,37,24,2021-03-10T15:14:03.370Z
