age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,293019,191958,1538337,19.0,12.5,2021-03-10T15:14:03.370Z
20-29,884998,574577,1300361,68.1,44.2,2021-03-10T15:14:03.370Z
30-39,893678,623071,1197026,74.7,52.1,2021-03-10T15:14:03.370Z
40-49,885927,703368,1098556,80.6,64.0,2021-03-10T15:14:03.370Z
50-59,728435,614212,849966,85.7,72.3,2021-03-10T15:14:03.370Z
60-69,646455,586417,741639,87.2,79.1,2021-03-10T15:14:03.370Z
70-79,470948,441699,490784,96.0,90.0,2021-03-10T15:14:03.370Z
80-89,210076,196102,225538,93.1,86.9,2021-03-10T15:14:03.370Z
90+,49263,45405,51496,95.7,88.2,2021-03-10T15:14:03.370Z
