section,male,female,lastUpdate,date
0,2,3,2021-03-10T15:14:03.370Z,2021-03-10T15:14:03.370Z
10,3,1,2021-03-10T15:14:03.370Z,2021-03-10T15:14:03.370Z
20,18,12,2021-03-10T15:14:03.370Z,2021-03-10T15:14:03.370Z
30,23,17,2021-03-10T15:14:03.370Z,2021-03-10T15:14:03.370Z
40,52,46,2021-03-10T15:14:03.370Z,2021-03-10T15:14:03.370Z
50,213,98,2021-03-10T15:14:03.370Z,2021-03-10T15:14:03.370Z
60,571,255,2021-03-10T15:14:03.370Z,2021-03-10T15:14:03.370Z
70,975,521,2021-03-10T15:14:03.370Z,2021-03-10T15:14:03.370Z
80,1053,925,2021-03-10T15:14:03.370Z,2021-03-10T15:14:03.370Z
90,493,667,2021-03-10T15:14:03.370Z,2021-03-10T15:14:03.370Z
